t dvol s11 s22 s12
8.930000e-01 -8.066464e-17 8.419311e-06 -8.419311e-06 2.236284e+00
8.940000e-01 -1.960238e-16 9.124568e-06 -9.124568e-06 2.236378e+00
8.950000e-01 -1.405126e-16 9.828138e-06 -9.828138e-06 2.236473e+00
8.960000e-01 -1.899522e-16 1.053002e-05 -1.053002e-05 2.236568e+00
8.970000e-01 -1.535230e-16 1.123023e-05 -1.123023e-05 2.236662e+00
8.980000e-01 -1.422473e-16 1.192875e-05 -1.192875e-05 2.236757e+00
8.990000e-01 -1.700029e-16 1.262561e-05 -1.262561e-05 2.236852e+00
9.000000e-01 -1.170938e-16 1.332079e-05 -1.332079e-05 2.236947e+00
9.010000e-01 -1.509209e-16 1.401430e-05 -1.401430e-05 2.237042e+00
9.020000e-01 -1.266348e-16 1.470614e-05 -1.470614e-05 2.237137e+00
9.030000e-01 -1.110223e-16 1.539633e-05 -1.539633e-05 2.237232e+00
9.040000e-01 -1.353084e-16 1.608485e-05 -1.608485e-05 2.237327e+00
9.050000e-01 -1.890849e-16 1.677172e-05 -1.677172e-05 2.237423e+00
9.060000e-01 -1.743397e-16 1.745694e-05 -1.745694e-05 2.237518e+00
9.070000e-01 -1.092876e-16 1.814050e-05 -1.814050e-05 2.237614e+00
9.080000e-01 -1.595946e-16 1.882242e-05 -1.882242e-05 2.237709e+00
9.090000e-01 -1.535230e-16 1.950269e-05 -1.950269e-05 2.237805e+00
9.100000e-01 -2.029626e-16 2.018133e-05 -2.018133e-05 2.237901e+00
9.110000e-01 -1.474515e-16 2.085832e-05 -2.085832e-05 2.237997e+00
9.120000e-01 -1.153591e-16 2.153369e-05 -2.153369e-05 2.238093e+00
9.130000e-01 -1.743397e-16 2.220741e-05 -2.220741e-05 2.238189e+00
9.140000e-01 -1.092876e-16 2.287951e-05 -2.287951e-05 2.238285e+00
9.150000e-01 -1.639314e-16 2.354999e-05 -2.354999e-05 2.238381e+00
9.160000e-01 -1.344411e-16 2.421884e-05 -2.421884e-05 2.238478e+00
9.170000e-01 -6.245005e-17 2.488607e-05 -2.488607e-05 2.238574e+00
9.180000e-01 -1.595946e-16 2.555169e-05 -2.555169e-05 2.238671e+00
9.190000e-01 -1.075529e-16 2.621569e-05 -2.621569e-05 2.238767e+00
9.200000e-01 -1.283695e-16 2.687807e-05 -2.687807e-05 2.238864e+00
9.210000e-01 -1.561251e-16 2.753885e-05 -2.753885e-05 2.238961e+00
9.220000e-01 -1.231654e-16 2.819803e-05 -2.819803e-05 2.239057e+00
9.230000e-01 -2.428613e-16 2.885560e-05 -2.885560e-05 2.239154e+00
9.240000e-01 -1.257675e-16 2.951157e-05 -2.951157e-05 2.239251e+00
9.250000e-01 -1.847481e-16 3.016595e-05 -3.016595e-05 2.239349e+00
9.260000e-01 -1.422473e-16 3.081873e-05 -3.081873e-05 2.239446e+00
9.270000e-01 -1.379105e-16 3.146991e-05 -3.146991e-05 2.239543e+00
9.280000e-01 -6.591949e-17 3.211951e-05 -3.211951e-05 2.239640e+00
9.290000e-01 -7.112366e-17 3.276753e-05 -3.276753e-05 2.239738e+00
9.300000e-01 -1.752071e-16 3.341396e-05 -3.341396e-05 2.239835e+00
9.310000e-01 -2.012279e-16 3.405881e-05 -3.405881e-05 2.239933e+00
9.320000e-01 -1.639314e-16 3.470208e-05 -3.470208e-05 2.240031e+00
9.330000e-01 -1.543904e-16 3.534378e-05 -3.534378e-05 2.240128e+00
9.340000e-01 -2.237793e-16 3.598390e-05 -3.598390e-05 2.240226e+00
9.350000e-01 -1.656661e-16 3.662246e-05 -3.662246e-05 2.240324e+00
9.360000e-01 -1.778092e-16 3.725945e-05 -3.725945e-05 2.240422e+00
9.370000e-01 -1.240327e-16 3.789487e-05 -3.789487e-05 2.240520e+00
9.380000e-01 -1.275022e-16 3.852873e-05 -3.852873e-05 2.240619e+00
9.390000e-01 -1.734723e-16 3.916104e-05 -3.916104e-05 2.240717e+00
9.400000e-01 -1.960238e-16 3.979178e-05 -3.979178e-05 2.240815e+00
9.410000e-01 -2.107689e-16 4.042098e-05 -4.042098e-05 2.240914e+00
9.420000e-01 -1.266348e-16 4.104862e-05 -4.104862e-05 2.241012e+00
9.430000e-01 -9.454243e-17 4.167471e-05 -4.167471e-05 2.241111e+00
9.440000e-01 -1.595946e-16 4.229926e-05 -4.229926e-05 2.241210e+00
9.450000e-01 -1.578598e-16 4.292226e-05 -4.292226e-05 2.241308e+00
9.460000e-01 -6.938894e-17 4.354373e-05 -4.354373e-05 2.241407e+00
9.470000e-01 -1.309716e-16 4.416365e-05 -4.416365e-05 2.241506e+00
9.480000e-01 -1.578598e-16 4.478204e-05 -4.478204e-05 2.241605e+00
9.490000e-01 -1.188286e-16 4.539889e-05 -4.539889e-05 2.241704e+00
9.500000e-01 -1.561251e-16 4.601421e-05 -4.601421e-05 2.241804e+00
9.510000e-01 -1.726050e-16 4.662801e-05 -4.662801e-05 2.241903e+00
9.520000e-01 -1.283695e-16 4.724028e-05 -4.724028e-05 2.242002e+00
9.530000e-01 -1.587272e-16 4.785102e-05 -4.785102e-05 2.242102e+00
9.540000e-01 -2.194425e-16 4.846024e-05 -4.846024e-05 2.242201e+00
9.550000e-01 -1.752071e-16 4.906795e-05 -4.906795e-05 2.242301e+00
9.560000e-01 -1.847481e-16 4.967414e-05 -4.967414e-05 2.242400e+00
9.570000e-01 -5.551115e-17 5.027881e-05 -5.027881e-05 2.242500e+00
9.580000e-01 -1.630640e-16 5.088197e-05 -5.088197e-05 2.242600e+00
9.590000e-01 -1.491862e-16 5.148362e-05 -5.148362e-05 2.242700e+00
9.600000e-01 -1.786765e-16 5.208377e-05 -5.208377e-05 2.242800e+00
9.610000e-01 -1.604619e-16 5.268241e-05 -5.268241e-05 2.242900e+00
9.620000e-01 -2.194425e-16 5.327954e-05 -5.327954e-05 2.243000e+00
9.630000e-01 -2.029626e-16 5.387518e-05 -5.387518e-05 2.243100e+00
9.640000e-01 -1.925543e-16 5.446932e-05 -5.446932e-05 2.243201e+00
9.650000e-01 -3.122502e-17 5.506196e-05 -5.506196e-05 2.243301e+00
9.660000e-01 -7.546047e-17 5.565311e-05 -5.565311e-05 2.243402e+00
9.670000e-01 -1.179612e-16 5.624276e-05 -5.624276e-05 2.243502e+00
9.680000e-01 -2.272488e-16 5.683093e-05 -5.683093e-05 2.243603e+00
9.690000e-01 -1.214306e-16 5.741761e-05 -5.741761e-05 2.243703e+00
9.700000e-01 -1.153591e-16 5.800281e-05 -5.800281e-05 2.243804e+00
9.710000e-01 -1.396452e-16 5.858652e-05 -5.858652e-05 2.243905e+00
9.720000e-01 -1.561251e-16 5.916875e-05 -5.916875e-05 2.244006e+00
9.730000e-01 -2.229120e-16 5.974951e-05 -5.974951e-05 2.244107e+00
9.740000e-01 -1.552578e-16 6.032878e-05 -6.032878e-05 2.244208e+00
9.750000e-01 -2.359224e-16 6.090659e-05 -6.090659e-05 2.244309e+00
9.760000e-01 -1.717376e-16 6.148292e-05 -6.148292e-05 2.244411e+00
9.770000e-01 -1.908196e-16 6.205778e-05 -6.205778e-05 2.244512e+00
9.780000e-01 -1.413800e-16 6.263117e-05 -6.263117e-05 2.244613e+00
9.790000e-01 -1.682682e-16 6.320309e-05 -6.320309e-05 2.244715e+00
9.800000e-01 -1.457168e-16 6.377355e-05 -6.377355e-05 2.244816e+00
9.810000e-01 -1.604619e-16 6.434255e-05 -6.434255e-05 2.244918e+00
9.820000e-01 -1.856154e-16 6.491009e-05 -6.491009e-05 2.245020e+00
9.830000e-01 -9.714451e-17 6.547617e-05 -6.547617e-05 2.245122e+00
9.840000e-01 -1.595946e-16 6.604080e-05 -6.604080e-05 2.245224e+00
9.850000e-01 -2.480655e-16 6.660397e-05 -6.660397e-05 2.245325e+00
9.860000e-01 -1.682682e-16 6.716568e-05 -6.716568e-05 2.245428e+00
9.870000e-01 -1.344411e-16 6.772595e-05 -6.772595e-05 2.245530e+00
9.880000e-01 -1.517883e-16 6.828477e-05 -6.828477e-05 2.245632e+00
9.890000e-01 -1.674008e-16 6.884214e-05 -6.884214e-05 2.245734e+00
9.900000e-01 -2.012279e-16 6.939806e-05 -6.939806e-05 2.245836e+00
9.910000e-01 -1.422473e-16 6.995255e-05 -6.995255e-05 2.245939e+00
9.920000e-01 -9.540979e-17 7.050559e-05 -7.050559e-05 2.246041e+00
9.930000e-01 -1.144917e-16 7.105719e-05 -7.105719e-05 2.246144e+00
9.940000e-01 -9.194034e-17 7.160735e-05 -7.160735e-05 2.246246e+00
9.950000e-01 -1.387779e-16 7.215608e-05 -7.215608e-05 2.246349e+00
9.960000e-01 -2.177078e-16 7.270337e-05 -7.270337e-05 2.246452e+00
9.970000e-01 -1.595946e-16 7.324923e-05 -7.324923e-05 2.246555e+00
9.980000e-01 -2.012279e-16 7.379366e-05 -7.379366e-05 2.246658e+00
9.990000e-01 -2.151057e-16 7.433666e-05 -7.433666e-05 2.246761e+00
1.000000e+00 -1.552578e-16 7.487823e-05 -7.487823e-05 2.246864e+00
