t dvol s11 s22 s12
0.000000e+00 -2.068081e-01 1.332020e-04 -1.332020e-04 2.311623e+00
1.000000e-03 -2.084451e-01 -1.296693e-04 1.296693e-04 2.311376e+00
2.000000e-03 -2.099422e-01 -2.330024e-04 2.330024e-04 2.311209e+00
3.000000e-03 -2.114332e-01 -2.786034e-04 2.786034e-04 2.311100e+00
4.000000e-03 -2.129849e-01 -3.144939e-04 3.144939e-04 2.311030e+00
5.000000e-03 -2.146233e-01 -3.574302e-04 3.574302e-04 2.310986e+00
6.000000e-03 -2.163516e-01 -4.080497e-04 4.080497e-04 2.310959e+00
7.000000e-03 -2.181608e-01 -4.600669e-04 4.600669e-04 2.310941e+00
8.000000e-03 -2.200365e-01 -5.054270e-04 5.054270e-04 2.310925e+00
9.000000e-03 -2.219620e-01 -5.369320e-04 5.369320e-04 2.310908e+00
1.000000e-02 -2.239212e-01 -5.493669e-04 5.493669e-04 2.310885e+00
1.100000e-02 -2.258992e-01 -5.397784e-04 5.397784e-04 2.310855e+00
1.200000e-02 -2.278827e-01 -5.073039e-04 5.073039e-04 2.310815e+00
1.300000e-02 -2.298603e-01 -4.527901e-04 4.527901e-04 2.310765e+00
1.400000e-02 -2.318226e-01 -3.783382e-04 3.783382e-04 2.310704e+00
1.500000e-02 -2.337619e-01 -2.868571e-04 2.868571e-04 2.310633e+00
1.600000e-02 -2.356717e-01 -1.816677e-04 1.816677e-04 2.310551e+00
1.700000e-02 -2.375475e-01 -6.618074e-05 6.618074e-05 2.310460e+00
1.800000e-02 -2.393854e-01 5.634597e-05 -5.634597e-05 2.310362e+00
1.900000e-02 -2.411829e-01 1.829708e-04 -1.829708e-04 2.310256e+00
2.000000e-02 -2.429383e-01 3.111616e-04 -3.111616e-04 2.310144e+00
2.100000e-02 -2.529368e-01 1.164203e-03 -1.164203e-03 2.306365e+00
2.200000e-02 -2.556367e-01 2.086410e-03 -2.086410e-03 2.305984e+00
2.300000e-02 -2.575455e-01 1.548640e-03 -1.548640e-03 2.305660e+00
2.400000e-02 -2.591556e-01 9.542360e-04 -9.542360e-04 2.305424e+00
2.500000e-02 -2.606057e-01 4.410824e-04 -4.410824e-04 2.305246e+00
2.600000e-02 -2.619540e-01 -1.895706e-05 1.895706e-05 2.305101e+00
2.700000e-02 -2.632339e-01 -4.500129e-04 4.500129e-04 2.304976e+00
2.800000e-02 -2.644675e-01 -8.605186e-04 8.605186e-04 2.304857e+00
2.900000e-02 -2.656695e-01 -1.249387e-03 1.249387e-03 2.304736e+00
3.000000e-02 -2.668506e-01 -1.610887e-03 1.610887e-03 2.304606e+00
3.100000e-02 -2.680182e-01 -1.937454e-03 1.937454e-03 2.304462e+00
3.200000e-02 -2.691776e-01 -2.221281e-03 2.221281e-03 2.304301e+00
3.300000e-02 -2.703327e-01 -2.455275e-03 2.455275e-03 2.304121e+00
3.400000e-02 -2.714862e-01 -2.633628e-03 2.633628e-03 2.303922e+00
3.500000e-02 -2.726397e-01 -2.752156e-03 2.752156e-03 2.303706e+00
3.600000e-02 -2.737943e-01 -2.808457e-03 2.808457e-03 2.303475e+00
3.700000e-02 -2.749503e-01 -2.801943e-03 2.801943e-03 2.303232e+00
3.800000e-02 -2.761075e-01 -2.733764e-03 2.733764e-03 2.302980e+00
3.900000e-02 -2.772655e-01 -2.606642e-03 2.606642e-03 2.302723e+00
4.000000e-02 -2.784231e-01 -2.424653e-03 2.424653e-03 2.302464e+00
4.100000e-02 -2.806880e-01 -5.998112e-03 5.998112e-03 2.291609e+00
4.200000e-02 -2.829383e-01 -5.943482e-03 5.943482e-03 2.291445e+00
4.300000e-02 -2.847596e-01 -5.469868e-03 5.469868e-03 2.291323e+00
4.400000e-02 -2.863108e-01 -4.844674e-03 4.844674e-03 2.291244e+00
4.500000e-02 -2.876841e-01 -4.192879e-03 4.192879e-03 2.291200e+00
4.600000e-02 -2.889343e-01 -3.568116e-03 3.568116e-03 2.291185e+00
4.700000e-02 -2.900955e-01 -2.990124e-03 2.990124e-03 2.291188e+00
4.800000e-02 -2.911895e-01 -2.463354e-03 2.463354e-03 2.291205e+00
4.900000e-02 -2.922311e-01 -1.985916e-03 1.985916e-03 2.291231e+00
5.000000e-02 -2.932307e-01 -1.553737e-03 1.553737e-03 2.291261e+00
5.100000e-02 -2.941958e-01 -1.162383e-03 1.162383e-03 2.291294e+00
5.200000e-02 -2.951321e-01 -8.077615e-04 8.077615e-04 2.291327e+00
5.300000e-02 -2.960440e-01 -4.862931e-04 4.862931e-04 2.291360e+00
5.400000e-02 -2.969346e-01 -1.948700e-04 1.948700e-04 2.291392e+00
5.500000e-02 -2.978067e-01 6.926709e-05 -6.926709e-05 2.291421e+00
5.600000e-02 -2.986624e-01 3.086533e-04 -3.086533e-04 2.291447e+00
5.700000e-02 -2.995031e-01 5.256989e-04 -5.256989e-04 2.291470e+00
5.800000e-02 -3.003301e-01 7.227522e-04 -7.227522e-04 2.291489e+00
5.900000e-02 -3.011445e-01 9.021287e-04 -9.021287e-04 2.291504e+00
6.000000e-02 -3.019468e-01 1.066112e-03 -1.066112e-03 2.291514e+00
6.100000e-02 -3.027377e-01 1.216935e-03 -1.216935e-03 2.291518e+00
6.200000e-02 -3.035173e-01 1.356751e-03 -1.356751e-03 2.291517e+00
6.300000e-02 -3.042860e-01 1.487592e-03 -1.487592e-03 2.291510e+00
6.400000e-02 -3.050439e-01 1.611344e-03 -1.611344e-03 2.291497e+00
6.500000e-02 -3.057911e-01 1.729708e-03 -1.729708e-03 2.291478e+00
6.600000e-02 -3.065275e-01 1.844183e-03 -1.844183e-03 2.291453e+00
6.700000e-02 -3.072531e-01 1.956046e-03 -1.956046e-03 2.291422e+00
6.800000e-02 -3.079679e-01 2.066353e-03 -2.066353e-03 2.291385e+00
6.900000e-02 -3.086719e-01 2.175935e-03 -2.175935e-03 2.291341e+00
7.000000e-02 -3.093649e-01 2.285413e-03 -2.285413e-03 2.291292e+00
7.100000e-02 -3.099800e-01 -2.520172e-03 2.520172e-03 2.299699e+00
7.200000e-02 -3.115549e-01 -2.043988e-03 2.043988e-03 2.299752e+00
7.300000e-02 -3.126779e-01 -1.758970e-03 1.758970e-03 2.299756e+00
7.400000e-02 -3.135889e-01 -1.615649e-03 1.615649e-03 2.299736e+00
7.500000e-02 -3.143872e-01 -1.554864e-03 1.554864e-03 2.299701e+00
7.600000e-02 -3.151170e-01 -1.541036e-03 1.541036e-03 2.299656e+00
7.700000e-02 -3.158000e-01 -1.555026e-03 1.555026e-03 2.299603e+00
7.800000e-02 -3.164475e-01 -1.586549e-03 1.586549e-03 2.299545e+00
7.900000e-02 -3.170662e-01 -1.629870e-03 1.629870e-03 2.299485e+00
8.000000e-02 -3.176605e-01 -1.681611e-03 1.681611e-03 2.299422e+00
8.100000e-02 -3.182332e-01 -1.739640e-03 1.739640e-03 2.299360e+00
8.200000e-02 -3.187866e-01 -1.802502e-03 1.802502e-03 2.299298e+00
8.300000e-02 -3.193225e-01 -1.869101e-03 1.869101e-03 2.299238e+00
8.400000e-02 -3.198424e-01 -1.938543e-03 1.938543e-03 2.299180e+00
8.500000e-02 -3.203475e-01 -2.010041e-03 2.010041e-03 2.299124e+00
8.600000e-02 -3.208388e-01 -2.082869e-03 2.082869e-03 2.299072e+00
8.700000e-02 -3.213174e-01 -2.156342e-03 2.156342e-03 2.299024e+00
8.800000e-02 -3.217840e-01 -2.229803e-03 2.229803e-03 2.298979e+00
8.900000e-02 -3.222394e-01 -2.302626e-03 2.302626e-03 2.298938e+00
9.000000e-02 -3.226844e-01 -2.374214e-03 2.374214e-03 2.298900e+00
9.100000e-02 -3.231195e-01 -2.444009e-03 2.444009e-03 2.298866e+00
9.200000e-02 -3.235453e-01 -2.511492e-03 2.511492e-03 2.298836e+00
9.300000e-02 -3.239622e-01 -2.576191e-03 2.576191e-03 2.298810e+00
9.400000e-02 -3.243707e-01 -2.637680e-03 2.637680e-03 2.298787e+00
9.500000e-02 -3.247713e-01 -2.695585e-03 2.695585e-03 2.298768e+00
9.600000e-02 -3.251643e-01 -2.749582e-03 2.749582e-03 2.298751e+00
9.700000e-02 -3.255499e-01 -2.799402e-03 2.799402e-03 2.298738e+00
9.800000e-02 -3.259286e-01 -2.844824e-03 2.844824e-03 2.298727e+00
9.900000e-02 -3.263005e-01 -2.885678e-03 2.885678e-03 2.298719e+00
1.000000e-01 -3.266660e-01 -2.921842e-03 2.921842e-03 2.298713e+00
1.010000e-01 -3.270251e-01 -2.953237e-03 2.953237e-03 2.298710e+00
1.020000e-01 -3.273782e-01 -2.979826e-03 2.979826e-03 2.298708e+00
1.030000e-01 -3.277254e-01 -3.001610e-03 3.001610e-03 2.298708e+00
1.040000e-01 -3.280667e-01 -3.018624e-03 3.018624e-03 2.298709e+00
1.050000e-01 -3.284025e-01 -3.030934e-03 3.030934e-03 2.298711e+00
1.060000e-01 -3.287327e-01 -3.038633e-03 3.038633e-03 2.298715e+00
1.070000e-01 -3.290575e-01 -3.041837e-03 3.041837e-03 2.298719e+00
1.080000e-01 -3.293770e-01 -3.040683e-03 3.040683e-03 2.298723e+00
1.090000e-01 -3.296913e-01 -3.035325e-03 3.035325e-03 2.298728e+00
1.100000e-01 -3.300004e-01 -3.025931e-03 3.025931e-03 2.298734e+00
1.110000e-01 -3.303044e-01 -3.012682e-03 3.012682e-03 2.298739e+00
1.120000e-01 -3.306035e-01 -2.995766e-03 2.995766e-03 2.298744e+00
1.130000e-01 -3.308976e-01 -2.975379e-03 2.975379e-03 2.298748e+00
1.140000e-01 -3.311868e-01 -2.951721e-03 2.951721e-03 2.298752e+00
1.150000e-01 -3.314711e-01 -2.924996e-03 2.924996e-03 2.298756e+00
1.160000e-01 -3.309988e-01 1.596855e-03 -1.596855e-03 2.290668e+00
1.170000e-01 -3.316868e-01 1.457632e-03 -1.457632e-03 2.290735e+00
1.180000e-01 -3.322551e-01 1.405072e-03 -1.405072e-03 2.290788e+00
1.190000e-01 -3.327411e-01 1.410145e-03 -1.410145e-03 2.290828e+00
1.200000e-01 -3.331693e-01 1.451973e-03 -1.451973e-03 2.290855e+00
1.210000e-01 -3.335559e-01 1.516381e-03 -1.516381e-03 2.290873e+00
1.220000e-01 -3.339120e-01 1.594051e-03 -1.594051e-03 2.290883e+00
1.230000e-01 -3.342449e-01 1.678969e-03 -1.678969e-03 2.290886e+00
1.240000e-01 -3.345597e-01 1.767288e-03 -1.767288e-03 2.290883e+00
1.250000e-01 -3.348600e-01 1.856558e-03 -1.856558e-03 2.290877e+00
1.260000e-01 -3.351483e-01 1.945213e-03 -1.945213e-03 2.290866e+00
1.270000e-01 -3.354262e-01 2.032253e-03 -2.032253e-03 2.290854e+00
1.280000e-01 -3.356951e-01 2.117034e-03 -2.117034e-03 2.290839e+00
1.290000e-01 -3.359558e-01 2.199147e-03 -2.199147e-03 2.290822e+00
1.300000e-01 -3.362091e-01 2.278334e-03 -2.278334e-03 2.290805e+00
1.310000e-01 -3.364555e-01 2.354444e-03 -2.354444e-03 2.290787e+00
1.320000e-01 -3.366954e-01 2.427398e-03 -2.427398e-03 2.290768e+00
1.330000e-01 -3.369290e-01 2.497172e-03 -2.497172e-03 2.290749e+00
1.340000e-01 -3.371567e-01 2.563785e-03 -2.563785e-03 2.290730e+00
1.350000e-01 -3.373787e-01 2.627285e-03 -2.627285e-03 2.290712e+00
1.360000e-01 -3.375952e-01 2.687745e-03 -2.687745e-03 2.290693e+00
1.370000e-01 -3.378064e-01 2.745260e-03 -2.745260e-03 2.290675e+00
1.380000e-01 -3.380124e-01 2.799937e-03 -2.799937e-03 2.290658e+00
1.390000e-01 -3.382133e-01 2.851896e-03 -2.851896e-03 2.290641e+00
1.400000e-01 -3.384094e-01 2.901265e-03 -2.901265e-03 2.290625e+00
1.410000e-01 -3.386006e-01 2.948178e-03 -2.948178e-03 2.290610e+00
1.420000e-01 -3.387872e-01 2.992772e-03 -2.992772e-03 2.290595e+00
1.430000e-01 -3.389692e-01 3.035187e-03 -3.035187e-03 2.290581e+00
1.440000e-01 -3.391468e-01 3.075559e-03 -3.075559e-03 2.290568e+00
1.450000e-01 -3.393200e-01 3.114027e-03 -3.114027e-03 2.290556e+00
1.460000e-01 -3.394889e-01 3.150724e-03 -3.150724e-03 2.290545e+00
1.470000e-01 -3.396536e-01 3.185781e-03 -3.185781e-03 2.290535e+00
1.480000e-01 -3.398142e-01 3.219324e-03 -3.219324e-03 2.290526e+00
1.490000e-01 -3.399708e-01 3.251474e-03 -3.251474e-03 2.290517e+00
1.500000e-01 -3.401234e-01 3.282348e-03 -3.282348e-03 2.290510e+00
1.510000e-01 -3.402721e-01 3.312055e-03 -3.312055e-03 2.290504e+00
1.520000e-01 -3.404170e-01 3.340700e-03 -3.340700e-03 2.290499e+00
1.530000e-01 -3.405581e-01 3.368382e-03 -3.368382e-03 2.290495e+00
1.540000e-01 -3.406955e-01 3.395193e-03 -3.395193e-03 2.290491e+00
1.550000e-01 -3.408293e-01 3.421220e-03 -3.421220e-03 2.290489e+00
1.560000e-01 -3.409595e-01 3.446544e-03 -3.446544e-03 2.290488e+00
1.570000e-01 -3.410862e-01 3.471241e-03 -3.471241e-03 2.290489e+00
1.580000e-01 -3.412093e-01 3.495380e-03 -3.495380e-03 2.290490e+00
1.590000e-01 -3.413290e-01 3.519026e-03 -3.519026e-03 2.290492e+00
1.600000e-01 -3.414453e-01 3.542237e-03 -3.542237e-03 2.290495e+00
1.610000e-01 -3.415582e-01 3.565069e-03 -3.565069e-03 2.290500e+00
1.620000e-01 -3.416679e-01 3.587571e-03 -3.587571e-03 2.290505e+00
1.630000e-01 -3.417742e-01 3.609788e-03 -3.609788e-03 2.290512e+00
1.640000e-01 -3.418773e-01 3.631761e-03 -3.631761e-03 2.290520e+00
1.650000e-01 -3.419772e-01 3.653527e-03 -3.653527e-03 2.290529e+00
1.660000e-01 -3.420739e-01 3.675120e-03 -3.675120e-03 2.290539e+00
1.670000e-01 -3.421675e-01 3.696568e-03 -3.696568e-03 2.290550e+00
1.680000e-01 -3.422580e-01 3.717899e-03 -3.717899e-03 2.290563e+00
1.690000e-01 -3.423454e-01 3.739135e-03 -3.739135e-03 2.290576e+00
1.700000e-01 -3.424297e-01 3.760296e-03 -3.760296e-03 2.290591e+00
1.710000e-01 -3.425111e-01 3.781400e-03 -3.781400e-03 2.290607e+00
1.720000e-01 -3.425894e-01 3.802461e-03 -3.802461e-03 2.290623e+00
1.730000e-01 -3.426648e-01 3.823492e-03 -3.823492e-03 2.290642e+00
1.740000e-01 -3.427373e-01 3.844504e-03 -3.844504e-03 2.290661e+00
1.750000e-01 -3.428068e-01 3.865504e-03 -3.865504e-03 2.290681e+00
1.760000e-01 -3.428735e-01 3.886498e-03 -3.886498e-03 2.290703e+00
1.770000e-01 -3.429373e-01 3.907492e-03 -3.907492e-03 2.290725e+00
1.780000e-01 -3.429982e-01 3.928488e-03 -3.928488e-03 2.290749e+00
1.790000e-01 -3.430564e-01 3.949488e-03 -3.949488e-03 2.290774e+00
1.800000e-01 -3.431117e-01 3.970491e-03 -3.970491e-03 2.290800e+00
1.810000e-01 -3.431643e-01 3.991498e-03 -3.991498e-03 2.290827e+00
1.820000e-01 -3.432141e-01 4.012505e-03 -4.012505e-03 2.290856e+00
1.830000e-01 -3.432612e-01 4.033510e-03 -4.033510e-03 2.290885e+00
1.840000e-01 -3.433055e-01 4.054509e-03 -4.054509e-03 2.290916e+00
1.850000e-01 -3.433472e-01 4.075496e-03 -4.075496e-03 2.290948e+00
1.860000e-01 -3.433862e-01 4.096466e-03 -4.096466e-03 2.290980e+00
1.870000e-01 -3.434226e-01 4.117414e-03 -4.117414e-03 2.291014e+00
1.880000e-01 -3.434563e-01 4.138332e-03 -4.138332e-03 2.291049e+00
1.890000e-01 -3.434874e-01 4.159214e-03 -4.159214e-03 2.291086e+00
1.900000e-01 -3.435159e-01 4.180051e-03 -4.180051e-03 2.291123e+00
1.910000e-01 -3.435418e-01 4.200836e-03 -4.200836e-03 2.291161e+00
1.920000e-01 -3.435651e-01 4.221562e-03 -4.221562e-03 2.291201e+00
1.930000e-01 -3.435859e-01 4.242218e-03 -4.242218e-03 2.291241e+00
1.940000e-01 -3.436041e-01 4.262799e-03 -4.262799e-03 2.291283e+00
1.950000e-01 -3.436198e-01 4.283293e-03 -4.283293e-03 2.291325e+00
1.960000e-01 -3.436330e-01 4.303694e-03 -4.303694e-03 2.291369e+00
1.970000e-01 -3.436438e-01 4.323993e-03 -4.323993e-03 2.291414e+00
1.980000e-01 -3.436520e-01 4.344180e-03 -4.344180e-03 2.291459e+00
1.990000e-01 -3.436578e-01 4.364248e-03 -4.364248e-03 2.291506e+00
2.000000e-01 -3.436611e-01 4.384188e-03 -4.384188e-03 2.291554e+00
2.010000e-01 -3.436620e-01 4.403992e-03 -4.403992e-03 2.291602e+00
2.020000e-01 -3.436604e-01 4.423652e-03 -4.423652e-03 2.291652e+00
2.030000e-01 -3.436565e-01 4.443160e-03 -4.443160e-03 2.291702e+00
2.040000e-01 -3.436501e-01 4.462509e-03 -4.462509e-03 2.291754e+00
2.050000e-01 -3.436414e-01 4.481691e-03 -4.481691e-03 2.291806e+00
2.060000e-01 -3.436302e-01 4.500698e-03 -4.500698e-03 2.291860e+00
2.070000e-01 -3.436168e-01 4.519525e-03 -4.519525e-03 2.291914e+00
2.080000e-01 -3.436009e-01 4.538164e-03 -4.538164e-03 2.291969e+00
2.090000e-01 -3.435827e-01 4.556609e-03 -4.556609e-03 2.292025e+00
2.100000e-01 -3.435622e-01 4.574854e-03 -4.574854e-03 2.292082e+00
2.110000e-01 -3.435394e-01 4.592894e-03 -4.592894e-03 2.292139e+00
2.120000e-01 -3.435142e-01 4.610723e-03 -4.610723e-03 2.292198e+00
2.130000e-01 -3.434868e-01 4.628337e-03 -4.628337e-03 2.292257e+00
2.140000e-01 -3.434570e-01 4.645730e-03 -4.645730e-03 2.292317e+00
2.150000e-01 -3.434250e-01 4.662899e-03 -4.662899e-03 2.292377e+00
2.160000e-01 -3.433907e-01 4.679838e-03 -4.679838e-03 2.292439e+00
2.170000e-01 -3.431315e-01 6.804325e-05 -6.804325e-05 2.298970e+00
2.180000e-01 -3.432885e-01 3.515555e-05 -3.515555e-05 2.299008e+00
2.190000e-01 -3.433984e-01 1.955079e-05 -1.955079e-05 2.299044e+00
2.200000e-01 -3.434729e-01 1.592242e-05 -1.592242e-05 2.299078e+00
2.210000e-01 -3.435205e-01 2.053838e-05 -2.053838e-05 2.299110e+00
2.220000e-01 -3.435473e-01 3.080259e-05 -3.080259e-05 2.299140e+00
2.230000e-01 -3.435577e-01 4.492750e-05 -4.492750e-05 2.299168e+00
2.240000e-01 -3.435552e-01 6.169420e-05 -6.169420e-05 2.299196e+00
2.250000e-01 -3.435420e-01 8.027956e-05 -8.027956e-05 2.299222e+00
2.260000e-01 -3.435202e-01 1.001330e-04 -1.001330e-04 2.299248e+00
2.270000e-01 -3.434910e-01 1.208900e-04 -1.208900e-04 2.299273e+00
2.280000e-01 -3.434556e-01 1.423114e-04 -1.423114e-04 2.299297e+00
2.290000e-01 -3.434146e-01 1.642414e-04 -1.642414e-04 2.299321e+00
2.300000e-01 -3.433688e-01 1.865795e-04 -1.865795e-04 2.299345e+00
2.310000e-01 -3.433187e-01 2.092608e-04 -2.092608e-04 2.299368e+00
2.320000e-01 -3.432646e-01 2.322427e-04 -2.322427e-04 2.299391e+00
2.330000e-01 -3.432069e-01 2.554968e-04 -2.554968e-04 2.299414e+00
2.340000e-01 -3.431458e-01 2.790032e-04 -2.790032e-04 2.299436e+00
2.350000e-01 -3.430815e-01 3.027465e-04 -3.027465e-04 2.299459e+00
2.360000e-01 -3.430142e-01 3.267142e-04 -3.267142e-04 2.299482e+00
2.370000e-01 -3.429440e-01 3.508948e-04 -3.508948e-04 2.299505e+00
2.380000e-01 -3.428710e-01 3.752775e-04 -3.752775e-04 2.299528e+00
2.390000e-01 -3.427954e-01 3.998512e-04 -3.998512e-04 2.299551e+00
2.400000e-01 -3.427173e-01 4.246050e-04 -4.246050e-04 2.299574e+00
2.410000e-01 -3.426366e-01 4.495278e-04 -4.495278e-04 2.299598e+00
2.420000e-01 -3.425535e-01 4.746081e-04 -4.746081e-04 2.299621e+00
2.430000e-01 -3.424680e-01 4.998347e-04 -4.998347e-04 2.299645e+00
2.440000e-01 -3.423801e-01 5.251960e-04 -5.251960e-04 2.299669e+00
2.450000e-01 -3.422899e-01 5.506808e-04 -5.506808e-04 2.299693e+00
2.460000e-01 -3.421974e-01 5.762779e-04 -5.762779e-04 2.299718e+00
2.470000e-01 -3.421027e-01 6.019761e-04 -6.019761e-04 2.299743e+00
2.480000e-01 -3.420057e-01 6.277647e-04 -6.277647e-04 2.299768e+00
2.490000e-01 -3.419065e-01 6.536331e-04 -6.536331e-04 2.299793e+00
2.500000e-01 -3.418051e-01 6.795713e-04 -6.795713e-04 2.299819e+00
2.510000e-01 -3.417016e-01 7.055691e-04 -7.055691e-04 2.299844e+00
2.520000e-01 -3.415959e-01 7.316171e-04 -7.316171e-04 2.299870e+00
2.530000e-01 -3.414880e-01 7.577060e-04 -7.577060e-04 2.299897e+00
2.540000e-01 -3.413780e-01 7.838268e-04 -7.838268e-04 2.299923e+00
2.550000e-01 -3.412659e-01 8.099710e-04 -8.099710e-04 2.299950e+00
2.560000e-01 -3.411516e-01 8.361304e-04 -8.361304e-04 2.299977e+00
2.570000e-01 -3.410353e-01 8.622969e-04 -8.622969e-04 2.300004e+00
2.580000e-01 -3.409168e-01 8.884630e-04 -8.884630e-04 2.300032e+00
2.590000e-01 -3.407962e-01 9.146213e-04 -9.146213e-04 2.300059e+00
2.600000e-01 -3.406736e-01 9.407649e-04 -9.407649e-04 2.300087e+00
2.610000e-01 -3.405489e-01 9.668868e-04 -9.668868e-04 2.300115e+00
2.620000e-01 -3.404221e-01 9.929808e-04 -9.929808e-04 2.300144e+00
2.630000e-01 -3.402932e-01 1.019041e-03 -1.019041e-03 2.300172e+00
2.640000e-01 -3.401623e-01 1.045060e-03 -1.045060e-03 2.300200e+00
2.650000e-01 -3.400293e-01 1.071034e-03 -1.071034e-03 2.300229e+00
2.660000e-01 -3.398942e-01 1.096956e-03 -1.096956e-03 2.300258e+00
2.670000e-01 -3.397571e-01 1.122822e-03 -1.122822e-03 2.300287e+00
2.680000e-01 -3.396180e-01 1.148626e-03 -1.148626e-03 2.300316e+00
2.690000e-01 -3.394768e-01 1.174364e-03 -1.174364e-03 2.300345e+00
2.700000e-01 -3.393335e-01 1.200030e-03 -1.200030e-03 2.300374e+00
2.710000e-01 -3.391883e-01 1.225622e-03 -1.225622e-03 2.300403e+00
2.720000e-01 -3.390409e-01 1.251133e-03 -1.251133e-03 2.300432e+00
2.730000e-01 -3.388916e-01 1.276561e-03 -1.276561e-03 2.300461e+00
2.740000e-01 -3.387402e-01 1.301902e-03 -1.301902e-03 2.300490e+00
2.750000e-01 -3.385868e-01 1.327151e-03 -1.327151e-03 2.300519e+00
2.760000e-01 -3.384313e-01 1.352305e-03 -1.352305e-03 2.300548e+00
2.770000e-01 -3.382739e-01 1.377361e-03 -1.377361e-03 2.300577e+00
2.780000e-01 -3.381144e-01 1.402315e-03 -1.402315e-03 2.300606e+00
2.790000e-01 -3.379529e-01 1.427165e-03 -1.427165e-03 2.300635e+00
2.800000e-01 -3.377894e-01 1.451907e-03 -1.451907e-03 2.300663e+00
2.810000e-01 -3.376238e-01 1.476539e-03 -1.476539e-03 2.300692e+00
2.820000e-01 -3.374563e-01 1.501058e-03 -1.501058e-03 2.300720e+00
2.830000e-01 -3.372867e-01 1.525461e-03 -1.525461e-03 2.300748e+00
2.840000e-01 -3.371151e-01 1.549746e-03 -1.549746e-03 2.300776e+00
2.850000e-01 -3.369415e-01 1.573911e-03 -1.573911e-03 2.300803e+00
2.860000e-01 -3.367660e-01 1.597952e-03 -1.597952e-03 2.300831e+00
2.870000e-01 -3.365884e-01 1.621869e-03 -1.621869e-03 2.300858e+00
2.880000e-01 -3.364088e-01 1.645659e-03 -1.645659e-03 2.300884e+00
2.890000e-01 -3.362272e-01 1.669319e-03 -1.669319e-03 2.300911e+00
2.900000e-01 -3.360436e-01 1.692850e-03 -1.692850e-03 2.300937e+00
2.910000e-01 -3.358580e-01 1.716247e-03 -1.716247e-03 2.300962e+00
2.920000e-01 -3.356704e-01 1.739510e-03 -1.739510e-03 2.300987e+00
2.930000e-01 -3.354808e-01 1.762638e-03 -1.762638e-03 2.301012e+00
2.940000e-01 -3.352893e-01 1.785628e-03 -1.785628e-03 2.301036e+00
2.950000e-01 -3.350957e-01 1.808479e-03 -1.808479e-03 2.301060e+00
2.960000e-01 -3.349002e-01 1.831190e-03 -1.831190e-03 2.301083e+00
2.970000e-01 -3.347026e-01 1.853760e-03 -1.853760e-03 2.301106e+00
2.980000e-01 -3.345031e-01 1.876187e-03 -1.876187e-03 2.301128e+00
2.990000e-01 -3.343016e-01 1.898471e-03 -1.898471e-03 2.301150e+00
3.000000e-01 -3.340981e-01 1.920609e-03 -1.920609e-03 2.301171e+00
3.010000e-01 -3.338926e-01 1.942602e-03 -1.942602e-03 2.301192e+00
3.020000e-01 -3.336852e-01 1.964447e-03 -1.964447e-03 2.301211e+00
3.030000e-01 -3.334757e-01 1.986145e-03 -1.986145e-03 2.301230e+00
3.040000e-01 -3.332643e-01 2.007695e-03 -2.007695e-03 2.301249e+00
3.050000e-01 -3.330510e-01 2.029095e-03 -2.029095e-03 2.301266e+00
3.060000e-01 -3.328356e-01 2.050345e-03 -2.050345e-03 2.301283e+00
3.070000e-01 -3.326183e-01 2.071444e-03 -2.071444e-03 2.301299e+00
3.080000e-01 -3.323990e-01 2.092392e-03 -2.092392e-03 2.301314e+00
3.090000e-01 -3.321777e-01 2.113187e-03 -2.113187e-03 2.301328e+00
3.100000e-01 -3.319545e-01 2.133831e-03 -2.133831e-03 2.301342e+00
3.110000e-01 -3.317293e-01 2.154321e-03 -2.154321e-03 2.301355e+00
3.120000e-01 -3.315022e-01 2.174658e-03 -2.174658e-03 2.301366e+00
3.130000e-01 -3.312730e-01 2.194841e-03 -2.194841e-03 2.301377e+00
3.140000e-01 -3.310420e-01 2.214871e-03 -2.214871e-03 2.301387e+00
3.150000e-01 -3.308089e-01 2.234745e-03 -2.234745e-03 2.301395e+00
3.160000e-01 -3.305739e-01 2.254465e-03 -2.254465e-03 2.301403e+00
3.170000e-01 -3.303370e-01 2.274031e-03 -2.274031e-03 2.301409e+00
3.180000e-01 -3.300981e-01 2.293441e-03 -2.293441e-03 2.301415e+00
3.190000e-01 -3.298572e-01 2.312696e-03 -2.312696e-03 2.301419e+00
3.200000e-01 -3.296144e-01 2.331796e-03 -2.331796e-03 2.301422e+00
3.210000e-01 -3.293697e-01 2.350741e-03 -2.350741e-03 2.301424e+00
3.220000e-01 -3.291229e-01 2.369530e-03 -2.369530e-03 2.301425e+00
3.230000e-01 -3.288743e-01 2.388164e-03 -2.388164e-03 2.301425e+00
3.240000e-01 -3.286237e-01 2.406643e-03 -2.406643e-03 2.301423e+00
3.250000e-01 -3.283712e-01 2.424966e-03 -2.424966e-03 2.301420e+00
3.260000e-01 -3.281167e-01 2.443135e-03 -2.443135e-03 2.301416e+00
3.270000e-01 -3.278602e-01 2.461148e-03 -2.461148e-03 2.301410e+00
3.280000e-01 -3.276019e-01 2.479007e-03 -2.479007e-03 2.301403e+00
3.290000e-01 -3.273416e-01 2.496712e-03 -2.496712e-03 2.301395e+00
3.300000e-01 -3.270793e-01 2.514262e-03 -2.514262e-03 2.301385e+00
3.310000e-01 -3.268151e-01 2.531658e-03 -2.531658e-03 2.301374e+00
3.320000e-01 -3.265490e-01 2.548900e-03 -2.548900e-03 2.301361e+00
