t vof s11 s22 s12
1.536000e+00 1.000000e+00 1.907955e-04 -1.907955e-04 2.773044e+00
1.537000e+00 1.000000e+00 1.904710e-04 -1.904710e-04 2.773190e+00
1.538000e+00 1.000000e+00 1.901445e-04 -1.901445e-04 2.773337e+00
1.539000e+00 1.000000e+00 1.898160e-04 -1.898160e-04 2.773484e+00
1.540000e+00 1.000000e+00 1.894854e-04 -1.894854e-04 2.773630e+00
1.541000e+00 1.000000e+00 1.891527e-04 -1.891527e-04 2.773777e+00
1.542000e+00 1.000000e+00 1.888180e-04 -1.888180e-04 2.773924e+00
1.543000e+00 1.000000e+00 1.884813e-04 -1.884813e-04 2.774070e+00
1.544000e+00 1.000000e+00 1.881425e-04 -1.881425e-04 2.774217e+00
1.545000e+00 1.000000e+00 1.878016e-04 -1.878016e-04 2.774364e+00
1.546000e+00 1.000000e+00 1.874587e-04 -1.874587e-04 2.774510e+00
1.547000e+00 1.000000e+00 1.871138e-04 -1.871138e-04 2.774657e+00
1.548000e+00 1.000000e+00 1.867668e-04 -1.867668e-04 2.774803e+00
1.549000e+00 1.000000e+00 1.864177e-04 -1.864177e-04 2.774950e+00
1.550000e+00 1.000000e+00 1.860666e-04 -1.860666e-04 2.775097e+00
1.551000e+00 1.000000e+00 1.857135e-04 -1.857135e-04 2.775243e+00
1.552000e+00 1.000000e+00 1.853583e-04 -1.853583e-04 2.775390e+00
1.553000e+00 1.000000e+00 1.850011e-04 -1.850011e-04 2.775537e+00
1.554000e+00 1.000000e+00 1.846418e-04 -1.846418e-04 2.775683e+00
1.555000e+00 1.000000e+00 1.842805e-04 -1.842805e-04 2.775830e+00
1.556000e+00 1.000000e+00 1.839171e-04 -1.839171e-04 2.775977e+00
1.557000e+00 1.000000e+00 1.835517e-04 -1.835517e-04 2.776123e+00
1.558000e+00 1.000000e+00 1.831843e-04 -1.831843e-04 2.776270e+00
1.559000e+00 1.000000e+00 1.828148e-04 -1.828148e-04 2.776417e+00
1.560000e+00 1.000000e+00 1.824433e-04 -1.824433e-04 2.776563e+00
1.561000e+00 1.000000e+00 1.820698e-04 -1.820698e-04 2.776710e+00
1.562000e+00 1.000000e+00 1.816942e-04 -1.816942e-04 2.776857e+00
1.563000e+00 1.000000e+00 1.813166e-04 -1.813166e-04 2.777003e+00
1.564000e+00 1.000000e+00 1.809369e-04 -1.809369e-04 2.777150e+00
1.565000e+00 1.000000e+00 1.805552e-04 -1.805552e-04 2.777297e+00
1.566000e+00 1.000000e+00 1.801715e-04 -1.801715e-04 2.777443e+00
1.567000e+00 1.000000e+00 1.797858e-04 -1.797858e-04 2.777590e+00
1.568000e+00 1.000000e+00 1.793980e-04 -1.793980e-04 2.777737e+00
1.569000e+00 1.000000e+00 1.790082e-04 -1.790082e-04 2.777883e+00
1.570000e+00 1.000000e+00 1.786164e-04 -1.786164e-04 2.778030e+00
1.571000e+00 1.000000e+00 1.782225e-04 -1.782225e-04 2.778177e+00
1.572000e+00 1.000000e+00 1.778267e-04 -1.778267e-04 2.778323e+00
1.573000e+00 1.000000e+00 1.774288e-04 -1.774288e-04 2.778470e+00
1.574000e+00 1.000000e+00 1.770288e-04 -1.770288e-04 2.778617e+00
1.575000e+00 1.000000e+00 1.766269e-04 -1.766269e-04 2.778763e+00
1.576000e+00 1.000000e+00 1.762229e-04 -1.762229e-04 2.778910e+00
1.577000e+00 1.000000e+00 1.758169e-04 -1.758169e-04 2.779057e+00
1.578000e+00 1.000000e+00 1.754089e-04 -1.754089e-04 2.779203e+00
1.579000e+00 1.000000e+00 1.749989e-04 -1.749989e-04 2.779350e+00
1.580000e+00 1.000000e+00 1.745869e-04 -1.745869e-04 2.779497e+00
1.581000e+00 1.000000e+00 1.741728e-04 -1.741728e-04 2.779643e+00
1.582000e+00 1.000000e+00 1.737568e-04 -1.737568e-04 2.779790e+00
1.583000e+00 1.000000e+00 1.733387e-04 -1.733387e-04 2.779936e+00
1.584000e+00 1.000000e+00 1.729186e-04 -1.729186e-04 2.780083e+00
1.585000e+00 1.000000e+00 1.724965e-04 -1.724965e-04 2.780230e+00
1.586000e+00 1.000000e+00 1.720725e-04 -1.720725e-04 2.780376e+00
1.587000e+00 1.000000e+00 1.716464e-04 -1.716464e-04 2.780523e+00
1.588000e+00 1.000000e+00 1.712183e-04 -1.712183e-04 2.780670e+00
1.589000e+00 1.000000e+00 1.707882e-04 -1.707882e-04 2.780816e+00
1.590000e+00 1.000000e+00 1.703560e-04 -1.703560e-04 2.780963e+00
1.591000e+00 1.000000e+00 1.699219e-04 -1.699219e-04 2.781110e+00
1.592000e+00 1.000000e+00 1.694858e-04 -1.694858e-04 2.781256e+00
1.593000e+00 1.000000e+00 1.690477e-04 -1.690477e-04 2.781403e+00
1.594000e+00 1.000000e+00 1.686077e-04 -1.686077e-04 2.781549e+00
1.595000e+00 1.000000e+00 1.681656e-04 -1.681656e-04 2.781696e+00
1.596000e+00 1.000000e+00 1.677215e-04 -1.677215e-04 2.781843e+00
1.597000e+00 1.000000e+00 1.672754e-04 -1.672754e-04 2.781989e+00
1.598000e+00 1.000000e+00 1.668274e-04 -1.668274e-04 2.782136e+00
1.599000e+00 1.000000e+00 1.663773e-04 -1.663773e-04 2.782282e+00
1.600000e+00 1.000000e+00 1.659253e-04 -1.659253e-04 2.782429e+00
1.601000e+00 1.000000e+00 1.654713e-04 -1.654713e-04 2.782576e+00
1.602000e+00 1.000000e+00 1.650153e-04 -1.650153e-04 2.782722e+00
1.603000e+00 1.000000e+00 1.645573e-04 -1.645573e-04 2.782869e+00
1.604000e+00 1.000000e+00 1.640974e-04 -1.640974e-04 2.783015e+00
1.605000e+00 1.000000e+00 1.636354e-04 -1.636354e-04 2.783162e+00
1.606000e+00 1.000000e+00 1.631715e-04 -1.631715e-04 2.783308e+00
1.607000e+00 1.000000e+00 1.627057e-04 -1.627057e-04 2.783455e+00
1.608000e+00 1.000000e+00 1.622378e-04 -1.622378e-04 2.783602e+00
1.609000e+00 1.000000e+00 1.617680e-04 -1.617680e-04 2.783748e+00
1.610000e+00 1.000000e+00 1.612962e-04 -1.612962e-04 2.783895e+00
1.611000e+00 1.000000e+00 1.608225e-04 -1.608225e-04 2.784041e+00
1.612000e+00 1.000000e+00 1.603467e-04 -1.603467e-04 2.784188e+00
1.613000e+00 1.000000e+00 1.598691e-04 -1.598691e-04 2.784334e+00
1.614000e+00 1.000000e+00 1.593894e-04 -1.593894e-04 2.784481e+00
1.615000e+00 1.000000e+00 1.589078e-04 -1.589078e-04 2.784627e+00
1.616000e+00 1.000000e+00 1.584243e-04 -1.584243e-04 2.784774e+00
1.617000e+00 1.000000e+00 1.579388e-04 -1.579388e-04 2.784920e+00
1.618000e+00 1.000000e+00 1.574513e-04 -1.574513e-04 2.785067e+00
1.619000e+00 1.000000e+00 1.569619e-04 -1.569619e-04 2.785213e+00
1.620000e+00 1.000000e+00 1.564705e-04 -1.564705e-04 2.785360e+00
1.621000e+00 1.000000e+00 1.559772e-04 -1.559772e-04 2.785506e+00
1.622000e+00 1.000000e+00 1.554820e-04 -1.554820e-04 2.785653e+00
1.623000e+00 1.000000e+00 1.549848e-04 -1.549848e-04 2.785799e+00
1.624000e+00 1.000000e+00 1.544857e-04 -1.544857e-04 2.785946e+00
1.625000e+00 1.000000e+00 1.539846e-04 -1.539846e-04 2.786092e+00
1.626000e+00 1.000000e+00 1.534816e-04 -1.534816e-04 2.786239e+00
1.627000e+00 1.000000e+00 1.529767e-04 -1.529767e-04 2.786385e+00
1.628000e+00 1.000000e+00 1.524698e-04 -1.524698e-04 2.786532e+00
1.629000e+00 1.000000e+00 1.519610e-04 -1.519610e-04 2.786678e+00
1.630000e+00 1.000000e+00 1.514503e-04 -1.514503e-04 2.786825e+00
1.631000e+00 1.000000e+00 1.509376e-04 -1.509376e-04 2.786971e+00
1.632000e+00 1.000000e+00 1.504230e-04 -1.504230e-04 2.787117e+00
1.633000e+00 1.000000e+00 1.499065e-04 -1.499065e-04 2.787264e+00
1.634000e+00 1.000000e+00 1.493881e-04 -1.493881e-04 2.787410e+00
1.635000e+00 1.000000e+00 1.488678e-04 -1.488678e-04 2.787557e+00
1.636000e+00 1.000000e+00 1.483455e-04 -1.483455e-04 2.787703e+00
1.637000e+00 1.000000e+00 1.478214e-04 -1.478214e-04 2.787849e+00
1.638000e+00 1.000000e+00 1.472953e-04 -1.472953e-04 2.787996e+00
1.639000e+00 1.000000e+00 1.467673e-04 -1.467673e-04 2.788142e+00
1.640000e+00 1.000000e+00 1.462374e-04 -1.462375e-04 2.788289e+00
1.641000e+00 1.000000e+00 1.457057e-04 -1.457057e-04 2.788435e+00
1.642000e+00 1.000000e+00 1.451720e-04 -1.451720e-04 2.788581e+00
1.643000e+00 1.000000e+00 1.446364e-04 -1.446364e-04 2.788728e+00
1.644000e+00 1.000000e+00 1.440989e-04 -1.440989e-04 2.788874e+00
1.645000e+00 1.000000e+00 1.435596e-04 -1.435596e-04 2.789020e+00
1.646000e+00 1.000000e+00 1.430183e-04 -1.430183e-04 2.789167e+00
1.647000e+00 1.000000e+00 1.424752e-04 -1.424752e-04 2.789313e+00
1.648000e+00 1.000000e+00 1.419301e-04 -1.419301e-04 2.789459e+00
1.649000e+00 1.000000e+00 1.413832e-04 -1.413832e-04 2.789606e+00
1.650000e+00 1.000000e+00 1.408344e-04 -1.408344e-04 2.789752e+00
1.651000e+00 1.000000e+00 1.402837e-04 -1.402837e-04 2.789898e+00
1.652000e+00 1.000000e+00 1.397312e-04 -1.397312e-04 2.790044e+00
1.653000e+00 1.000000e+00 1.391768e-04 -1.391768e-04 2.790191e+00
1.654000e+00 1.000000e+00 1.386205e-04 -1.386205e-04 2.790337e+00
1.655000e+00 1.000000e+00 1.380623e-04 -1.380623e-04 2.790483e+00
1.656000e+00 1.000000e+00 1.375023e-04 -1.375023e-04 2.790629e+00
1.657000e+00 1.000000e+00 1.369404e-04 -1.369404e-04 2.790776e+00
1.658000e+00 1.000000e+00 1.363767e-04 -1.363767e-04 2.790922e+00
1.659000e+00 1.000000e+00 1.358111e-04 -1.358111e-04 2.791068e+00
1.660000e+00 1.000000e+00 1.352436e-04 -1.352436e-04 2.791214e+00
1.661000e+00 1.000000e+00 1.346743e-04 -1.346743e-04 2.791361e+00
1.662000e+00 1.000000e+00 1.341031e-04 -1.341031e-04 2.791507e+00
1.663000e+00 1.000000e+00 1.335301e-04 -1.335301e-04 2.791653e+00
1.664000e+00 1.000000e+00 1.329553e-04 -1.329553e-04 2.791799e+00
1.665000e+00 1.000000e+00 1.323786e-04 -1.323786e-04 2.791945e+00
1.666000e+00 1.000000e+00 1.318001e-04 -1.318001e-04 2.792091e+00
1.667000e+00 1.000000e+00 1.312197e-04 -1.312197e-04 2.792238e+00
1.668000e+00 1.000000e+00 1.306375e-04 -1.306375e-04 2.792384e+00
1.669000e+00 1.000000e+00 1.300535e-04 -1.300535e-04 2.792530e+00
1.670000e+00 1.000000e+00 1.294677e-04 -1.294677e-04 2.792676e+00
1.671000e+00 1.000000e+00 1.288800e-04 -1.288800e-04 2.792822e+00
1.672000e+00 1.000000e+00 1.282905e-04 -1.282905e-04 2.792968e+00
1.673000e+00 1.000000e+00 1.276992e-04 -1.276992e-04 2.793114e+00
1.674000e+00 1.000000e+00 1.271061e-04 -1.271061e-04 2.793260e+00
1.675000e+00 1.000000e+00 1.265111e-04 -1.265111e-04 2.793406e+00
1.676000e+00 1.000000e+00 1.259144e-04 -1.259144e-04 2.793552e+00
1.677000e+00 1.000000e+00 1.253158e-04 -1.253158e-04 2.793698e+00
1.678000e+00 1.000000e+00 1.247155e-04 -1.247155e-04 2.793844e+00
1.679000e+00 1.000000e+00 1.241133e-04 -1.241133e-04 2.793990e+00
1.680000e+00 1.000000e+00 1.235094e-04 -1.235094e-04 2.794136e+00
1.681000e+00 1.000000e+00 1.229037e-04 -1.229037e-04 2.794282e+00
1.682000e+00 1.000000e+00 1.222961e-04 -1.222961e-04 2.794428e+00
1.683000e+00 1.000000e+00 1.216868e-04 -1.216868e-04 2.794574e+00
1.684000e+00 1.000000e+00 1.210757e-04 -1.210757e-04 2.794720e+00
1.685000e+00 1.000000e+00 1.204628e-04 -1.204628e-04 2.794866e+00
1.686000e+00 1.000000e+00 1.198481e-04 -1.198481e-04 2.795012e+00
1.687000e+00 1.000000e+00 1.192317e-04 -1.192317e-04 2.795158e+00
1.688000e+00 1.000000e+00 1.186135e-04 -1.186135e-04 2.795304e+00
1.689000e+00 1.000000e+00 1.179935e-04 -1.179935e-04 2.795450e+00
1.690000e+00 1.000000e+00 1.173717e-04 -1.173717e-04 2.795596e+00
1.691000e+00 1.000000e+00 1.167482e-04 -1.167482e-04 2.795742e+00
1.692000e+00 1.000000e+00 1.161230e-04 -1.161230e-04 2.795888e+00
1.693000e+00 1.000000e+00 1.154959e-04 -1.154959e-04 2.796033e+00
1.694000e+00 1.000000e+00 1.148672e-04 -1.148672e-04 2.796179e+00
1.695000e+00 1.000000e+00 1.142366e-04 -1.142366e-04 2.796325e+00
1.696000e+00 1.000000e+00 1.136043e-04 -1.136043e-04 2.796471e+00
1.697000e+00 1.000000e+00 1.129703e-04 -1.129703e-04 2.796617e+00
1.698000e+00 1.000000e+00 1.123346e-04 -1.123346e-04 2.796763e+00
1.699000e+00 1.000000e+00 1.116971e-04 -1.116971e-04 2.796908e+00
1.700000e+00 1.000000e+00 1.110578e-04 -1.110578e-04 2.797054e+00
1.701000e+00 1.000000e+00 1.104169e-04 -1.104169e-04 2.797200e+00
1.702000e+00 1.000000e+00 1.097742e-04 -1.097742e-04 2.797346e+00
1.703000e+00 1.000000e+00 1.091298e-04 -1.091298e-04 2.797491e+00
1.704000e+00 1.000000e+00 1.084837e-04 -1.084837e-04 2.797637e+00
1.705000e+00 1.000000e+00 1.078358e-04 -1.078358e-04 2.797783e+00
1.706000e+00 1.000000e+00 1.071863e-04 -1.071863e-04 2.797929e+00
1.707000e+00 1.000000e+00 1.065350e-04 -1.065350e-04 2.798074e+00
1.708000e+00 1.000000e+00 1.058820e-04 -1.058820e-04 2.798220e+00
1.709000e+00 1.000000e+00 1.052274e-04 -1.052274e-04 2.798366e+00
1.710000e+00 1.000000e+00 1.045710e-04 -1.045710e-04 2.798511e+00
1.711000e+00 1.000000e+00 1.039129e-04 -1.039129e-04 2.798657e+00
1.712000e+00 1.000000e+00 1.032532e-04 -1.032532e-04 2.798802e+00
1.713000e+00 1.000000e+00 1.025917e-04 -1.025917e-04 2.798948e+00
1.714000e+00 1.000000e+00 1.019286e-04 -1.019286e-04 2.799094e+00
1.715000e+00 1.000000e+00 1.012638e-04 -1.012638e-04 2.799239e+00
1.716000e+00 1.000000e+00 1.005973e-04 -1.005973e-04 2.799385e+00
1.717000e+00 1.000000e+00 9.992912e-05 -9.992912e-05 2.799530e+00
1.718000e+00 1.000000e+00 9.925928e-05 -9.925928e-05 2.799676e+00
1.719000e+00 1.000000e+00 9.858778e-05 -9.858778e-05 2.799821e+00
1.720000e+00 1.000000e+00 9.791462e-05 -9.791462e-05 2.799967e+00
1.721000e+00 1.000000e+00 9.723979e-05 -9.723979e-05 2.800112e+00
1.722000e+00 1.000000e+00 9.656331e-05 -9.656331e-05 2.800258e+00
1.723000e+00 1.000000e+00 9.588518e-05 -9.588518e-05 2.800403e+00
1.724000e+00 1.000000e+00 9.520540e-05 -9.520540e-05 2.800549e+00
1.725000e+00 1.000000e+00 9.452398e-05 -9.452398e-05 2.800694e+00
1.726000e+00 1.000000e+00 9.384091e-05 -9.384091e-05 2.800840e+00
1.727000e+00 1.000000e+00 9.315621e-05 -9.315621e-05 2.800985e+00
1.728000e+00 1.000000e+00 9.246988e-05 -9.246988e-05 2.801131e+00
1.729000e+00 1.000000e+00 9.178191e-05 -9.178191e-05 2.801276e+00
1.730000e+00 1.000000e+00 9.109232e-05 -9.109232e-05 2.801421e+00
1.731000e+00 1.000000e+00 9.040111e-05 -9.040111e-05 2.801567e+00
1.732000e+00 1.000000e+00 8.970828e-05 -8.970828e-05 2.801712e+00
1.733000e+00 1.000000e+00 8.901384e-05 -8.901384e-05 2.801857e+00
1.734000e+00 1.000000e+00 8.831778e-05 -8.831778e-05 2.802003e+00
1.735000e+00 1.000000e+00 8.762012e-05 -8.762012e-05 2.802148e+00
1.736000e+00 1.000000e+00 8.692086e-05 -8.692086e-05 2.802293e+00
1.737000e+00 1.000000e+00 8.622000e-05 -8.622000e-05 2.802439e+00
1.738000e+00 1.000000e+00 8.551754e-05 -8.551754e-05 2.802584e+00
1.739000e+00 1.000000e+00 8.481349e-05 -8.481349e-05 2.802729e+00
1.740000e+00 1.000000e+00 8.410785e-05 -8.410785e-05 2.802874e+00
1.741000e+00 1.000000e+00 8.340064e-05 -8.340064e-05 2.803019e+00
1.742000e+00 1.000000e+00 8.269184e-05 -8.269184e-05 2.803165e+00
1.743000e+00 1.000000e+00 8.198147e-05 -8.198147e-05 2.803310e+00
1.744000e+00 1.000000e+00 8.126952e-05 -8.126952e-05 2.803455e+00
1.745000e+00 1.000000e+00 8.055601e-05 -8.055601e-05 2.803600e+00
1.746000e+00 1.000000e+00 7.984094e-05 -7.984094e-05 2.803745e+00
1.747000e+00 1.000000e+00 7.912431e-05 -7.912431e-05 2.803890e+00
1.748000e+00 1.000000e+00 7.840612e-05 -7.840612e-05 2.804035e+00
1.749000e+00 1.000000e+00 7.768638e-05 -7.768638e-05 2.804181e+00
1.750000e+00 1.000000e+00 7.696509e-05 -7.696509e-05 2.804326e+00
1.751000e+00 1.000000e+00 7.624227e-05 -7.624227e-05 2.804471e+00
1.752000e+00 1.000000e+00 7.551790e-05 -7.551790e-05 2.804616e+00
1.753000e+00 1.000000e+00 7.479200e-05 -7.479200e-05 2.804761e+00
1.754000e+00 1.000000e+00 7.406457e-05 -7.406457e-05 2.804906e+00
1.755000e+00 1.000000e+00 7.333561e-05 -7.333561e-05 2.805051e+00
1.756000e+00 1.000000e+00 7.260513e-05 -7.260513e-05 2.805196e+00
1.757000e+00 1.000000e+00 7.187313e-05 -7.187313e-05 2.805341e+00
1.758000e+00 1.000000e+00 7.113962e-05 -7.113962e-05 2.805486e+00
1.759000e+00 1.000000e+00 7.040459e-05 -7.040459e-05 2.805631e+00
1.760000e+00 1.000000e+00 6.966807e-05 -6.966807e-05 2.805775e+00
1.761000e+00 1.000000e+00 6.893004e-05 -6.893004e-05 2.805920e+00
1.762000e+00 1.000000e+00 6.819051e-05 -6.819051e-05 2.806065e+00
1.763000e+00 1.000000e+00 6.744950e-05 -6.744950e-05 2.806210e+00
1.764000e+00 1.000000e+00 6.670699e-05 -6.670699e-05 2.806355e+00
1.765000e+00 1.000000e+00 6.596300e-05 -6.596300e-05 2.806500e+00
1.766000e+00 1.000000e+00 6.521753e-05 -6.521753e-05 2.806645e+00
1.767000e+00 1.000000e+00 -2.824082e-05 2.824082e-05 2.808578e+00
1.768000e+00 1.000000e+00 -2.894560e-05 2.894560e-05 2.808727e+00
1.769000e+00 1.000000e+00 -2.964809e-05 2.964809e-05 2.808876e+00
1.770000e+00 1.000000e+00 -3.034828e-05 3.034828e-05 2.809024e+00
1.771000e+00 1.000000e+00 -3.104618e-05 3.104618e-05 2.809173e+00
1.772000e+00 1.000000e+00 -3.174179e-05 3.174179e-05 2.809322e+00
1.773000e+00 1.000000e+00 -3.243511e-05 3.243511e-05 2.809471e+00
1.774000e+00 1.000000e+00 -3.312614e-05 3.312614e-05 2.809620e+00
1.775000e+00 1.000000e+00 -3.381488e-05 3.381488e-05 2.809769e+00
1.776000e+00 1.000000e+00 -3.450133e-05 3.450133e-05 2.809918e+00
1.777000e+00 1.000000e+00 -3.518549e-05 3.518549e-05 2.810067e+00
1.778000e+00 1.000000e+00 -3.586736e-05 3.586736e-05 2.810216e+00
1.779000e+00 1.000000e+00 -3.654694e-05 3.654694e-05 2.810365e+00
1.780000e+00 1.000000e+00 -3.722424e-05 3.722424e-05 2.810514e+00
1.781000e+00 1.000000e+00 -3.789924e-05 3.789924e-05 2.810663e+00
1.782000e+00 1.000000e+00 -3.857196e-05 3.857196e-05 2.810812e+00
1.783000e+00 1.000000e+00 -3.924240e-05 3.924240e-05 2.810961e+00
1.784000e+00 1.000000e+00 -3.991054e-05 3.991054e-05 2.811110e+00
1.785000e+00 1.000000e+00 -4.057640e-05 4.057640e-05 2.811259e+00
1.786000e+00 1.000000e+00 -4.123998e-05 4.123998e-05 2.811408e+00
1.787000e+00 1.000000e+00 -4.190127e-05 4.190127e-05 2.811557e+00
1.788000e+00 1.000000e+00 -4.256027e-05 4.256027e-05 2.811706e+00
1.789000e+00 1.000000e+00 -4.321700e-05 4.321700e-05 2.811855e+00
1.790000e+00 1.000000e+00 -4.387144e-05 4.387144e-05 2.812004e+00
1.791000e+00 1.000000e+00 -4.452359e-05 4.452359e-05 2.812153e+00
1.792000e+00 1.000000e+00 -4.517346e-05 4.517346e-05 2.812302e+00
1.793000e+00 1.000000e+00 -4.582106e-05 4.582106e-05 2.812451e+00
1.794000e+00 1.000000e+00 -4.646637e-05 4.646637e-05 2.812600e+00
1.795000e+00 1.000000e+00 -4.710939e-05 4.710939e-05 2.812749e+00
1.796000e+00 1.000000e+00 -4.775014e-05 4.775014e-05 2.812898e+00
1.797000e+00 1.000000e+00 -4.838861e-05 4.838861e-05 2.813047e+00
1.798000e+00 1.000000e+00 -4.902480e-05 4.902480e-05 2.813196e+00
1.799000e+00 1.000000e+00 -4.965871e-05 4.965871e-05 2.813345e+00
1.800000e+00 1.000000e+00 -5.029035e-05 5.029035e-05 2.813494e+00
1.801000e+00 1.000000e+00 -5.091970e-05 5.091970e-05 2.813643e+00
1.802000e+00 1.000000e+00 -5.154678e-05 5.154678e-05 2.813792e+00
1.803000e+00 1.000000e+00 -5.217158e-05 5.217158e-05 2.813941e+00
1.804000e+00 1.000000e+00 -5.279410e-05 5.279410e-05 2.814089e+00
1.805000e+00 1.000000e+00 -5.341435e-05 5.341435e-05 2.814238e+00
1.806000e+00 1.000000e+00 -5.403233e-05 5.403233e-05 2.814387e+00
1.807000e+00 1.000000e+00 -5.464803e-05 5.464803e-05 2.814536e+00
1.808000e+00 1.000000e+00 -5.526145e-05 5.526145e-05 2.814685e+00
1.809000e+00 1.000000e+00 -5.587261e-05 5.587261e-05 2.814834e+00
1.810000e+00 1.000000e+00 -5.648149e-05 5.648149e-05 2.814983e+00
1.811000e+00 1.000000e+00 -5.708809e-05 5.708809e-05 2.815132e+00
1.812000e+00 1.000000e+00 -5.769243e-05 5.769243e-05 2.815281e+00
1.813000e+00 1.000000e+00 -5.829450e-05 5.829450e-05 2.815430e+00
1.814000e+00 1.000000e+00 -5.889429e-05 5.889429e-05 2.815579e+00
1.815000e+00 1.000000e+00 -5.949181e-05 5.949181e-05 2.815728e+00
1.816000e+00 1.000000e+00 -6.008707e-05 6.008707e-05 2.815876e+00
1.817000e+00 1.000000e+00 -6.068006e-05 6.068006e-05 2.816025e+00
1.818000e+00 1.000000e+00 -6.127077e-05 6.127077e-05 2.816174e+00
1.819000e+00 1.000000e+00 -6.185923e-05 6.185923e-05 2.816323e+00
1.820000e+00 1.000000e+00 -6.244541e-05 6.244541e-05 2.816472e+00
1.821000e+00 1.000000e+00 -6.302933e-05 6.302933e-05 2.816621e+00
1.822000e+00 1.000000e+00 -6.361098e-05 6.361098e-05 2.816770e+00
1.823000e+00 1.000000e+00 -6.419037e-05 6.419037e-05 2.816919e+00
1.824000e+00 1.000000e+00 -6.476749e-05 6.476749e-05 2.817067e+00
1.825000e+00 1.000000e+00 -6.534235e-05 6.534235e-05 2.817216e+00
1.826000e+00 1.000000e+00 -6.591494e-05 6.591494e-05 2.817365e+00
1.827000e+00 1.000000e+00 -6.648527e-05 6.648527e-05 2.817514e+00
1.828000e+00 1.000000e+00 -6.705334e-05 6.705334e-05 2.817663e+00
1.829000e+00 1.000000e+00 -6.761915e-05 6.761915e-05 2.817812e+00
1.830000e+00 1.000000e+00 -6.818270e-05 6.818270e-05 2.817961e+00
1.831000e+00 1.000000e+00 -6.874399e-05 6.874399e-05 2.818109e+00
1.832000e+00 1.000000e+00 -6.930301e-05 6.930301e-05 2.818258e+00
1.833000e+00 1.000000e+00 -6.985978e-05 6.985978e-05 2.818407e+00
1.834000e+00 1.000000e+00 -7.041429e-05 7.041429e-05 2.818556e+00
1.835000e+00 1.000000e+00 -7.096654e-05 7.096654e-05 2.818705e+00
1.836000e+00 1.000000e+00 -7.151654e-05 7.151654e-05 2.818854e+00
1.837000e+00 1.000000e+00 -7.206428e-05 7.206428e-05 2.819002e+00
1.838000e+00 1.000000e+00 -7.260976e-05 7.260976e-05 2.819151e+00
1.839000e+00 1.000000e+00 -7.315299e-05 7.315299e-05 2.819300e+00
1.840000e+00 1.000000e+00 -7.369396e-05 7.369396e-05 2.819449e+00
1.841000e+00 1.000000e+00 -7.423268e-05 7.423268e-05 2.819598e+00
1.842000e+00 1.000000e+00 -7.476915e-05 7.476915e-05 2.819746e+00
1.843000e+00 1.000000e+00 -7.530336e-05 7.530336e-05 2.819895e+00
1.844000e+00 1.000000e+00 -7.583532e-05 7.583532e-05 2.820044e+00
1.845000e+00 1.000000e+00 -7.636503e-05 7.636503e-05 2.820193e+00
1.846000e+00 1.000000e+00 -7.689249e-05 7.689249e-05 2.820341e+00
1.847000e+00 1.000000e+00 -7.741770e-05 7.741770e-05 2.820490e+00
1.848000e+00 1.000000e+00 -7.794066e-05 7.794066e-05 2.820639e+00
1.849000e+00 1.000000e+00 -7.846137e-05 7.846137e-05 2.820788e+00
1.850000e+00 1.000000e+00 -7.897984e-05 7.897984e-05 2.820936e+00
1.851000e+00 1.000000e+00 -7.949605e-05 7.949605e-05 2.821085e+00
1.852000e+00 1.000000e+00 -8.001002e-05 8.001002e-05 2.821234e+00
1.853000e+00 1.000000e+00 -8.052175e-05 8.052175e-05 2.821383e+00
1.854000e+00 1.000000e+00 -8.103122e-05 8.103122e-05 2.821531e+00
1.855000e+00 1.000000e+00 -8.153846e-05 8.153846e-05 2.821680e+00
1.856000e+00 1.000000e+00 -8.204345e-05 8.204345e-05 2.821829e+00
1.857000e+00 1.000000e+00 -8.254619e-05 8.254619e-05 2.821977e+00
1.858000e+00 1.000000e+00 -8.304669e-05 8.304669e-05 2.822126e+00
1.859000e+00 1.000000e+00 -8.354495e-05 8.354495e-05 2.822275e+00
1.860000e+00 1.000000e+00 -8.404097e-05 8.404097e-05 2.822423e+00
1.861000e+00 1.000000e+00 -8.453475e-05 8.453475e-05 2.822572e+00
1.862000e+00 1.000000e+00 -8.502629e-05 8.502629e-05 2.822721e+00
1.863000e+00 1.000000e+00 -8.551559e-05 8.551559e-05 2.822869e+00
1.864000e+00 1.000000e+00 -8.600265e-05 8.600265e-05 2.823018e+00
1.865000e+00 1.000000e+00 -8.648747e-05 8.648747e-05 2.823167e+00
1.866000e+00 1.000000e+00 -8.697005e-05 8.697005e-05 2.823315e+00
1.867000e+00 1.000000e+00 -8.745040e-05 8.745040e-05 2.823464e+00
1.868000e+00 1.000000e+00 -8.792851e-05 8.792851e-05 2.823612e+00
1.869000e+00 1.000000e+00 -8.840439e-05 8.840439e-05 2.823761e+00
1.870000e+00 1.000000e+00 -8.887803e-05 8.887803e-05 2.823910e+00
1.871000e+00 1.000000e+00 -8.934944e-05 8.934944e-05 2.824058e+00
1.872000e+00 1.000000e+00 -8.981861e-05 8.981861e-05 2.824207e+00
1.873000e+00 1.000000e+00 -9.028555e-05 9.028555e-05 2.824355e+00
1.874000e+00 1.000000e+00 -9.075026e-05 9.075026e-05 2.824504e+00
1.875000e+00 1.000000e+00 -9.121274e-05 9.121274e-05 2.824653e+00
1.876000e+00 1.000000e+00 -9.167299e-05 9.167299e-05 2.824801e+00
