t vof s11 s22 s12
1.195000e+00 1.000000e+00 1.853440e-04 -1.853440e-04 2.724073e+00
1.196000e+00 1.000000e+00 1.856734e-04 -1.856734e-04 2.724211e+00
1.197000e+00 1.000000e+00 1.860012e-04 -1.860012e-04 2.724349e+00
1.198000e+00 1.000000e+00 1.863272e-04 -1.863272e-04 2.724487e+00
1.199000e+00 1.000000e+00 1.866517e-04 -1.866517e-04 2.724625e+00
1.200000e+00 1.000000e+00 1.869744e-04 -1.869744e-04 2.724762e+00
1.201000e+00 1.000000e+00 1.872955e-04 -1.872955e-04 2.724900e+00
1.202000e+00 1.000000e+00 1.876149e-04 -1.876149e-04 2.725039e+00
1.203000e+00 1.000000e+00 1.879326e-04 -1.879326e-04 2.725177e+00
1.204000e+00 1.000000e+00 1.882486e-04 -1.882486e-04 2.725315e+00
1.205000e+00 1.000000e+00 1.885630e-04 -1.885630e-04 2.725453e+00
1.206000e+00 1.000000e+00 1.888757e-04 -1.888757e-04 2.725591e+00
1.207000e+00 1.000000e+00 1.891867e-04 -1.891867e-04 2.725730e+00
1.208000e+00 1.000000e+00 1.894960e-04 -1.894960e-04 2.725868e+00
1.209000e+00 1.000000e+00 1.898036e-04 -1.898036e-04 2.726006e+00
1.210000e+00 1.000000e+00 1.901095e-04 -1.901095e-04 2.726145e+00
1.211000e+00 1.000000e+00 1.904138e-04 -1.904138e-04 2.726283e+00
1.212000e+00 1.000000e+00 1.907163e-04 -1.907163e-04 2.726422e+00
1.213000e+00 1.000000e+00 1.910172e-04 -1.910172e-04 2.726561e+00
1.214000e+00 1.000000e+00 1.913164e-04 -1.913164e-04 2.726699e+00
1.215000e+00 1.000000e+00 1.916138e-04 -1.916138e-04 2.726838e+00
1.216000e+00 1.000000e+00 1.919096e-04 -1.919096e-04 2.726977e+00
1.217000e+00 1.000000e+00 1.922037e-04 -1.922037e-04 2.727115e+00
1.218000e+00 1.000000e+00 1.924961e-04 -1.924961e-04 2.727254e+00
1.219000e+00 1.000000e+00 1.927868e-04 -1.927868e-04 2.727393e+00
1.220000e+00 1.000000e+00 1.930758e-04 -1.930758e-04 2.727532e+00
1.221000e+00 1.000000e+00 1.933630e-04 -1.933630e-04 2.727671e+00
1.222000e+00 1.000000e+00 1.936486e-04 -1.936486e-04 2.727810e+00
1.223000e+00 1.000000e+00 1.939325e-04 -1.939325e-04 2.727949e+00
1.224000e+00 1.000000e+00 1.942147e-04 -1.942147e-04 2.728089e+00
1.225000e+00 1.000000e+00 1.944951e-04 -1.944951e-04 2.728228e+00
1.226000e+00 1.000000e+00 1.947739e-04 -1.947739e-04 2.728367e+00
1.227000e+00 1.000000e+00 1.950509e-04 -1.950509e-04 2.728506e+00
1.228000e+00 1.000000e+00 1.953262e-04 -1.953262e-04 2.728646e+00
1.229000e+00 1.000000e+00 1.955999e-04 -1.955999e-04 2.728785e+00
1.230000e+00 1.000000e+00 1.958717e-04 -1.958717e-04 2.728924e+00
1.231000e+00 1.000000e+00 1.961419e-04 -1.961419e-04 2.729064e+00
1.232000e+00 1.000000e+00 1.964104e-04 -1.964104e-04 2.729204e+00
1.233000e+00 1.000000e+00 1.966771e-04 -1.966771e-04 2.729343e+00
1.234000e+00 1.000000e+00 1.969421e-04 -1.969421e-04 2.729483e+00
1.235000e+00 1.000000e+00 1.972054e-04 -1.972054e-04 2.729622e+00
1.236000e+00 1.000000e+00 1.974670e-04 -1.974670e-04 2.729762e+00
1.237000e+00 1.000000e+00 1.977268e-04 -1.977268e-04 2.729902e+00
1.238000e+00 1.000000e+00 1.979849e-04 -1.979849e-04 2.730042e+00
1.239000e+00 1.000000e+00 1.982413e-04 -1.982413e-04 2.730182e+00
1.240000e+00 1.000000e+00 1.984960e-04 -1.984960e-04 2.730322e+00
1.241000e+00 1.000000e+00 1.987489e-04 -1.987489e-04 2.730461e+00
1.242000e+00 1.000000e+00 1.990001e-04 -1.990001e-04 2.730601e+00
1.243000e+00 1.000000e+00 1.992495e-04 -1.992495e-04 2.730742e+00
1.244000e+00 1.000000e+00 1.994972e-04 -1.994972e-04 2.730882e+00
1.245000e+00 1.000000e+00 1.997432e-04 -1.997432e-04 2.731022e+00
1.246000e+00 1.000000e+00 1.999874e-04 -1.999874e-04 2.731162e+00
1.247000e+00 1.000000e+00 2.002299e-04 -2.002299e-04 2.731302e+00
1.248000e+00 1.000000e+00 2.004707e-04 -2.004707e-04 2.731442e+00
1.249000e+00 1.000000e+00 2.007097e-04 -2.007097e-04 2.731583e+00
1.250000e+00 1.000000e+00 2.009469e-04 -2.009469e-04 2.731723e+00
1.251000e+00 1.000000e+00 2.011824e-04 -2.011824e-04 2.731863e+00
1.252000e+00 1.000000e+00 2.014161e-04 -2.014161e-04 2.732004e+00
1.253000e+00 1.000000e+00 2.016481e-04 -2.016481e-04 2.732144e+00
1.254000e+00 1.000000e+00 2.018784e-04 -2.018784e-04 2.732285e+00
1.255000e+00 1.000000e+00 2.021069e-04 -2.021069e-04 2.732425e+00
1.256000e+00 1.000000e+00 2.023336e-04 -2.023336e-04 2.732566e+00
1.257000e+00 1.000000e+00 2.025586e-04 -2.025586e-04 2.732707e+00
1.258000e+00 1.000000e+00 2.027818e-04 -2.027818e-04 2.732847e+00
1.259000e+00 1.000000e+00 2.030032e-04 -2.030032e-04 2.732988e+00
1.260000e+00 1.000000e+00 2.032229e-04 -2.032229e-04 2.733129e+00
1.261000e+00 1.000000e+00 2.034408e-04 -2.034408e-04 2.733270e+00
1.262000e+00 1.000000e+00 2.036570e-04 -2.036570e-04 2.733411e+00
1.263000e+00 1.000000e+00 2.038713e-04 -2.038713e-04 2.733552e+00
1.264000e+00 1.000000e+00 2.040840e-04 -2.040840e-04 2.733693e+00
1.265000e+00 1.000000e+00 2.042948e-04 -2.042948e-04 2.733834e+00
1.266000e+00 1.000000e+00 2.045038e-04 -2.045038e-04 2.733975e+00
1.267000e+00 1.000000e+00 2.047111e-04 -2.047111e-04 2.734116e+00
1.268000e+00 1.000000e+00 2.049166e-04 -2.049166e-04 2.734257e+00
1.269000e+00 1.000000e+00 2.051204e-04 -2.051204e-04 2.734398e+00
1.270000e+00 1.000000e+00 2.053223e-04 -2.053223e-04 2.734539e+00
1.271000e+00 1.000000e+00 2.055225e-04 -2.055225e-04 2.734680e+00
1.272000e+00 1.000000e+00 2.057209e-04 -2.057209e-04 2.734822e+00
1.273000e+00 1.000000e+00 2.059175e-04 -2.059175e-04 2.734963e+00
1.274000e+00 1.000000e+00 2.061123e-04 -2.061123e-04 2.735104e+00
1.275000e+00 1.000000e+00 2.063053e-04 -2.063053e-04 2.735246e+00
1.276000e+00 1.000000e+00 2.064965e-04 -2.064965e-04 2.735387e+00
1.277000e+00 1.000000e+00 2.066859e-04 -2.066859e-04 2.735529e+00
1.278000e+00 1.000000e+00 2.068736e-04 -2.068736e-04 2.735670e+00
1.279000e+00 1.000000e+00 2.070594e-04 -2.070594e-04 2.735812e+00
1.280000e+00 1.000000e+00 2.072434e-04 -2.072434e-04 2.735953e+00
1.281000e+00 1.000000e+00 2.074257e-04 -2.074257e-04 2.736095e+00
1.282000e+00 1.000000e+00 2.076061e-04 -2.076061e-04 2.736237e+00
1.283000e+00 1.000000e+00 2.077848e-04 -2.077848e-04 2.736378e+00
1.284000e+00 1.000000e+00 2.079616e-04 -2.079616e-04 2.736520e+00
1.285000e+00 1.000000e+00 2.081366e-04 -2.081366e-04 2.736662e+00
1.286000e+00 1.000000e+00 2.083098e-04 -2.083098e-04 2.736804e+00
1.287000e+00 1.000000e+00 2.084812e-04 -2.084812e-04 2.736946e+00
1.288000e+00 1.000000e+00 2.086508e-04 -2.086508e-04 2.737087e+00
1.289000e+00 1.000000e+00 2.088186e-04 -2.088186e-04 2.737229e+00
1.290000e+00 1.000000e+00 2.089845e-04 -2.089845e-04 2.737371e+00
1.291000e+00 1.000000e+00 2.091487e-04 -2.091487e-04 2.737513e+00
1.292000e+00 1.000000e+00 2.093110e-04 -2.093110e-04 2.737655e+00
1.293000e+00 1.000000e+00 2.094715e-04 -2.094715e-04 2.737797e+00
1.294000e+00 1.000000e+00 2.096302e-04 -2.096302e-04 2.737940e+00
1.295000e+00 1.000000e+00 2.097870e-04 -2.097870e-04 2.738082e+00
1.296000e+00 1.000000e+00 2.099421e-04 -2.099421e-04 2.738224e+00
1.297000e+00 1.000000e+00 2.100953e-04 -2.100953e-04 2.738366e+00
1.298000e+00 1.000000e+00 2.102466e-04 -2.102466e-04 2.738508e+00
1.299000e+00 1.000000e+00 2.103962e-04 -2.103962e-04 2.738651e+00
1.300000e+00 1.000000e+00 2.105439e-04 -2.105439e-04 2.738793e+00
1.301000e+00 1.000000e+00 2.106897e-04 -2.106897e-04 2.738935e+00
1.302000e+00 1.000000e+00 2.108338e-04 -2.108338e-04 2.739078e+00
1.303000e+00 1.000000e+00 2.109760e-04 -2.109760e-04 2.739220e+00
1.304000e+00 1.000000e+00 2.111163e-04 -2.111163e-04 2.739363e+00
1.305000e+00 1.000000e+00 2.112548e-04 -2.112548e-04 2.739505e+00
1.306000e+00 1.000000e+00 2.113915e-04 -2.113915e-04 2.739648e+00
1.307000e+00 1.000000e+00 2.115263e-04 -2.115263e-04 2.739790e+00
1.308000e+00 1.000000e+00 2.116593e-04 -2.116593e-04 2.739933e+00
1.309000e+00 1.000000e+00 2.117904e-04 -2.117904e-04 2.740076e+00
1.310000e+00 1.000000e+00 2.119197e-04 -2.119197e-04 2.740218e+00
1.311000e+00 1.000000e+00 2.120471e-04 -2.120471e-04 2.740361e+00
1.312000e+00 1.000000e+00 2.121726e-04 -2.121726e-04 2.740504e+00
1.313000e+00 1.000000e+00 2.122964e-04 -2.122964e-04 2.740647e+00
1.314000e+00 1.000000e+00 2.124182e-04 -2.124182e-04 2.740789e+00
1.315000e+00 1.000000e+00 2.125382e-04 -2.125382e-04 2.740932e+00
1.316000e+00 1.000000e+00 2.126563e-04 -2.126563e-04 2.741075e+00
1.317000e+00 1.000000e+00 2.127726e-04 -2.127726e-04 2.741218e+00
1.318000e+00 1.000000e+00 2.128870e-04 -2.128870e-04 2.741361e+00
1.319000e+00 1.000000e+00 2.129995e-04 -2.129995e-04 2.741504e+00
1.320000e+00 1.000000e+00 2.131102e-04 -2.131102e-04 2.741647e+00
1.321000e+00 1.000000e+00 2.132190e-04 -2.132190e-04 2.741790e+00
1.322000e+00 1.000000e+00 2.133259e-04 -2.133259e-04 2.741933e+00
1.323000e+00 1.000000e+00 2.134309e-04 -2.134309e-04 2.742076e+00
1.324000e+00 1.000000e+00 2.135341e-04 -2.135341e-04 2.742219e+00
1.325000e+00 1.000000e+00 2.136354e-04 -2.136354e-04 2.742363e+00
1.326000e+00 1.000000e+00 2.137348e-04 -2.137348e-04 2.742506e+00
1.327000e+00 1.000000e+00 2.138323e-04 -2.138323e-04 2.742649e+00
1.328000e+00 1.000000e+00 2.139280e-04 -2.139280e-04 2.742792e+00
1.329000e+00 1.000000e+00 2.140218e-04 -2.140218e-04 2.742936e+00
1.330000e+00 1.000000e+00 2.141136e-04 -2.141136e-04 2.743079e+00
1.331000e+00 1.000000e+00 2.142036e-04 -2.142036e-04 2.743222e+00
1.332000e+00 1.000000e+00 2.142917e-04 -2.142917e-04 2.743366e+00
1.333000e+00 1.000000e+00 2.143779e-04 -2.143779e-04 2.743509e+00
1.334000e+00 1.000000e+00 2.144623e-04 -2.144623e-04 2.743653e+00
1.335000e+00 1.000000e+00 2.145447e-04 -2.145447e-04 2.743796e+00
1.336000e+00 1.000000e+00 2.146252e-04 -2.146252e-04 2.743940e+00
1.337000e+00 1.000000e+00 2.147038e-04 -2.147038e-04 2.744083e+00
1.338000e+00 1.000000e+00 2.147806e-04 -2.147806e-04 2.744227e+00
1.339000e+00 1.000000e+00 2.148554e-04 -2.148554e-04 2.744370e+00
1.340000e+00 1.000000e+00 2.149283e-04 -2.149283e-04 2.744514e+00
1.341000e+00 1.000000e+00 2.149994e-04 -2.149994e-04 2.744658e+00
1.342000e+00 1.000000e+00 2.150685e-04 -2.150685e-04 2.744801e+00
1.343000e+00 1.000000e+00 2.151357e-04 -2.151357e-04 2.744945e+00
1.344000e+00 1.000000e+00 2.152010e-04 -2.152010e-04 2.745089e+00
1.345000e+00 1.000000e+00 2.152644e-04 -2.152644e-04 2.745232e+00
1.346000e+00 1.000000e+00 2.153258e-04 -2.153258e-04 2.745376e+00
1.347000e+00 1.000000e+00 2.153854e-04 -2.153854e-04 2.745520e+00
1.348000e+00 1.000000e+00 2.154430e-04 -2.154430e-04 2.745664e+00
1.349000e+00 1.000000e+00 2.154988e-04 -2.154988e-04 2.745808e+00
1.350000e+00 1.000000e+00 2.155526e-04 -2.155526e-04 2.745952e+00
1.351000e+00 1.000000e+00 2.156045e-04 -2.156045e-04 2.746096e+00
1.352000e+00 1.000000e+00 2.156544e-04 -2.156544e-04 2.746240e+00
1.353000e+00 1.000000e+00 2.157025e-04 -2.157025e-04 2.746384e+00
1.354000e+00 1.000000e+00 2.157486e-04 -2.157486e-04 2.746528e+00
1.355000e+00 1.000000e+00 2.157927e-04 -2.157927e-04 2.746672e+00
1.356000e+00 1.000000e+00 2.158350e-04 -2.158350e-04 2.746816e+00
1.357000e+00 1.000000e+00 2.158753e-04 -2.158753e-04 2.746960e+00
1.358000e+00 1.000000e+00 2.159137e-04 -2.159137e-04 2.747104e+00
1.359000e+00 1.000000e+00 2.159502e-04 -2.159502e-04 2.747248e+00
1.360000e+00 1.000000e+00 2.159847e-04 -2.159847e-04 2.747392e+00
1.361000e+00 1.000000e+00 2.160173e-04 -2.160173e-04 2.747537e+00
1.362000e+00 1.000000e+00 2.160479e-04 -2.160479e-04 2.747681e+00
1.363000e+00 1.000000e+00 2.160766e-04 -2.160766e-04 2.747825e+00
1.364000e+00 1.000000e+00 2.161034e-04 -2.161034e-04 2.747969e+00
1.365000e+00 1.000000e+00 2.161282e-04 -2.161282e-04 2.748114e+00
1.366000e+00 1.000000e+00 2.161511e-04 -2.161511e-04 2.748258e+00
1.367000e+00 1.000000e+00 2.161720e-04 -2.161720e-04 2.748402e+00
1.368000e+00 1.000000e+00 2.161910e-04 -2.161910e-04 2.748547e+00
1.369000e+00 1.000000e+00 2.162080e-04 -2.162080e-04 2.748691e+00
1.370000e+00 1.000000e+00 2.162231e-04 -2.162231e-04 2.748835e+00
1.371000e+00 1.000000e+00 2.162362e-04 -2.162362e-04 2.748980e+00
1.372000e+00 1.000000e+00 2.162474e-04 -2.162474e-04 2.749124e+00
1.373000e+00 1.000000e+00 2.162566e-04 -2.162566e-04 2.749269e+00
1.374000e+00 1.000000e+00 2.162638e-04 -2.162638e-04 2.749413e+00
1.375000e+00 1.000000e+00 2.162691e-04 -2.162691e-04 2.749558e+00
1.376000e+00 1.000000e+00 2.162725e-04 -2.162725e-04 2.749703e+00
1.377000e+00 1.000000e+00 2.162738e-04 -2.162738e-04 2.749847e+00
1.378000e+00 1.000000e+00 2.162732e-04 -2.162732e-04 2.749992e+00
1.379000e+00 1.000000e+00 2.162707e-04 -2.162707e-04 2.750136e+00
1.380000e+00 1.000000e+00 2.162662e-04 -2.162662e-04 2.750281e+00
1.381000e+00 1.000000e+00 2.162597e-04 -2.162597e-04 2.750426e+00
1.382000e+00 1.000000e+00 2.162512e-04 -2.162512e-04 2.750571e+00
1.383000e+00 1.000000e+00 2.162408e-04 -2.162408e-04 2.750715e+00
1.384000e+00 1.000000e+00 2.162284e-04 -2.162284e-04 2.750860e+00
1.385000e+00 1.000000e+00 2.162140e-04 -2.162140e-04 2.751005e+00
1.386000e+00 1.000000e+00 2.161977e-04 -2.161977e-04 2.751150e+00
1.387000e+00 1.000000e+00 2.161794e-04 -2.161794e-04 2.751294e+00
1.388000e+00 1.000000e+00 2.161591e-04 -2.161591e-04 2.751439e+00
1.389000e+00 1.000000e+00 2.161368e-04 -2.161368e-04 2.751584e+00
1.390000e+00 1.000000e+00 2.161125e-04 -2.161125e-04 2.751729e+00
1.391000e+00 1.000000e+00 2.160863e-04 -2.160863e-04 2.751874e+00
1.392000e+00 1.000000e+00 2.160580e-04 -2.160580e-04 2.752019e+00
1.393000e+00 1.000000e+00 2.160278e-04 -2.160278e-04 2.752164e+00
1.394000e+00 1.000000e+00 2.159956e-04 -2.159956e-04 2.752309e+00
1.395000e+00 1.000000e+00 2.159615e-04 -2.159615e-04 2.752454e+00
1.396000e+00 1.000000e+00 2.159253e-04 -2.159253e-04 2.752599e+00
1.397000e+00 1.000000e+00 2.158871e-04 -2.158871e-04 2.752744e+00
1.398000e+00 1.000000e+00 2.158470e-04 -2.158470e-04 2.752889e+00
1.399000e+00 1.000000e+00 2.158048e-04 -2.158048e-04 2.753034e+00
1.400000e+00 1.000000e+00 2.157607e-04 -2.157607e-04 2.753179e+00
1.401000e+00 1.000000e+00 2.157145e-04 -2.157145e-04 2.753324e+00
1.402000e+00 1.000000e+00 2.156664e-04 -2.156664e-04 2.753469e+00
1.403000e+00 1.000000e+00 2.156163e-04 -2.156163e-04 2.753615e+00
1.404000e+00 1.000000e+00 2.155642e-04 -2.155642e-04 2.753760e+00
1.405000e+00 1.000000e+00 2.155100e-04 -2.155100e-04 2.753905e+00
1.406000e+00 1.000000e+00 2.154539e-04 -2.154539e-04 2.754050e+00
1.407000e+00 1.000000e+00 2.153958e-04 -2.153958e-04 2.754195e+00
1.408000e+00 1.000000e+00 2.153356e-04 -2.153356e-04 2.754341e+00
1.409000e+00 1.000000e+00 2.152735e-04 -2.152735e-04 2.754486e+00
1.410000e+00 1.000000e+00 2.152094e-04 -2.152094e-04 2.754631e+00
1.411000e+00 1.000000e+00 2.151432e-04 -2.151432e-04 2.754777e+00
1.412000e+00 1.000000e+00 2.150750e-04 -2.150750e-04 2.754922e+00
1.413000e+00 1.000000e+00 2.150049e-04 -2.150049e-04 2.755067e+00
1.414000e+00 1.000000e+00 2.149327e-04 -2.149327e-04 2.755213e+00
1.415000e+00 1.000000e+00 2.148585e-04 -2.148585e-04 2.755358e+00
1.416000e+00 1.000000e+00 2.147823e-04 -2.147823e-04 2.755503e+00
1.417000e+00 1.000000e+00 2.147041e-04 -2.147041e-04 2.755649e+00
1.418000e+00 1.000000e+00 2.146238e-04 -2.146238e-04 2.755794e+00
1.419000e+00 1.000000e+00 2.145416e-04 -2.145416e-04 2.755940e+00
1.420000e+00 1.000000e+00 2.144573e-04 -2.144573e-04 2.756085e+00
1.421000e+00 1.000000e+00 2.143710e-04 -2.143710e-04 2.756231e+00
1.422000e+00 1.000000e+00 2.142827e-04 -2.142827e-04 2.756376e+00
1.423000e+00 1.000000e+00 2.141924e-04 -2.141924e-04 2.756522e+00
1.424000e+00 1.000000e+00 2.141000e-04 -2.141000e-04 2.756667e+00
1.425000e+00 1.000000e+00 2.140056e-04 -2.140056e-04 2.756813e+00
1.426000e+00 1.000000e+00 2.139092e-04 -2.139092e-04 2.756958e+00
1.427000e+00 1.000000e+00 2.138108e-04 -2.138108e-04 2.757104e+00
1.428000e+00 1.000000e+00 2.137104e-04 -2.137104e-04 2.757250e+00
1.429000e+00 1.000000e+00 2.136079e-04 -2.136079e-04 2.757395e+00
1.430000e+00 1.000000e+00 2.135034e-04 -2.135034e-04 2.757541e+00
1.431000e+00 1.000000e+00 2.133969e-04 -2.133969e-04 2.757687e+00
1.432000e+00 1.000000e+00 2.132883e-04 -2.132883e-04 2.757832e+00
1.433000e+00 1.000000e+00 2.131777e-04 -2.131777e-04 2.757978e+00
1.434000e+00 1.000000e+00 2.130651e-04 -2.130651e-04 2.758124e+00
1.435000e+00 1.000000e+00 2.129504e-04 -2.129504e-04 2.758269e+00
1.436000e+00 1.000000e+00 2.128337e-04 -2.128337e-04 2.758415e+00
1.437000e+00 1.000000e+00 2.127150e-04 -2.127150e-04 2.758561e+00
1.438000e+00 1.000000e+00 2.125942e-04 -2.125942e-04 2.758707e+00
1.439000e+00 1.000000e+00 2.124714e-04 -2.124714e-04 2.758852e+00
1.440000e+00 1.000000e+00 2.123466e-04 -2.123466e-04 2.758998e+00
1.441000e+00 1.000000e+00 2.122197e-04 -2.122197e-04 2.759144e+00
1.442000e+00 1.000000e+00 2.120908e-04 -2.120908e-04 2.759290e+00
1.443000e+00 1.000000e+00 2.119599e-04 -2.119599e-04 2.759436e+00
1.444000e+00 1.000000e+00 2.118269e-04 -2.118269e-04 2.759582e+00
1.445000e+00 1.000000e+00 2.116918e-04 -2.116918e-04 2.759727e+00
1.446000e+00 1.000000e+00 2.115548e-04 -2.115548e-04 2.759873e+00
1.447000e+00 1.000000e+00 2.114156e-04 -2.114156e-04 2.760019e+00
1.448000e+00 1.000000e+00 2.112745e-04 -2.112745e-04 2.760165e+00
1.449000e+00 1.000000e+00 2.111313e-04 -2.111313e-04 2.760311e+00
1.450000e+00 1.000000e+00 2.109860e-04 -2.109860e-04 2.760457e+00
1.451000e+00 1.000000e+00 2.108387e-04 -2.108387e-04 2.760603e+00
1.452000e+00 1.000000e+00 2.106894e-04 -2.106894e-04 2.760749e+00
1.453000e+00 1.000000e+00 2.105380e-04 -2.105380e-04 2.760895e+00
1.454000e+00 1.000000e+00 2.103845e-04 -2.103845e-04 2.761041e+00
1.455000e+00 1.000000e+00 2.102291e-04 -2.102291e-04 2.761187e+00
1.456000e+00 1.000000e+00 2.100715e-04 -2.100715e-04 2.761333e+00
1.457000e+00 1.000000e+00 2.099119e-04 -2.099119e-04 2.761479e+00
1.458000e+00 1.000000e+00 2.097503e-04 -2.097503e-04 2.761625e+00
1.459000e+00 1.000000e+00 2.095866e-04 -2.095866e-04 2.761771e+00
1.460000e+00 1.000000e+00 2.094209e-04 -2.094209e-04 2.761917e+00
1.461000e+00 1.000000e+00 2.092531e-04 -2.092531e-04 2.762063e+00
1.462000e+00 1.000000e+00 2.090832e-04 -2.090832e-04 2.762209e+00
1.463000e+00 1.000000e+00 2.089113e-04 -2.089113e-04 2.762355e+00
1.464000e+00 1.000000e+00 2.087374e-04 -2.087374e-04 2.762501e+00
1.465000e+00 1.000000e+00 2.085614e-04 -2.085614e-04 2.762648e+00
1.466000e+00 1.000000e+00 2.083833e-04 -2.083833e-04 2.762794e+00
1.467000e+00 1.000000e+00 2.082032e-04 -2.082032e-04 2.762940e+00
1.468000e+00 1.000000e+00 2.080210e-04 -2.080210e-04 2.763086e+00
1.469000e+00 1.000000e+00 2.078368e-04 -2.078368e-04 2.763232e+00
1.470000e+00 1.000000e+00 2.076505e-04 -2.076505e-04 2.763378e+00
1.471000e+00 1.000000e+00 2.074621e-04 -2.074621e-04 2.763525e+00
1.472000e+00 1.000000e+00 2.072717e-04 -2.072717e-04 2.763671e+00
1.473000e+00 1.000000e+00 2.070793e-04 -2.070793e-04 2.763817e+00
1.474000e+00 1.000000e+00 2.068847e-04 -2.068847e-04 2.763963e+00
1.475000e+00 1.000000e+00 2.066881e-04 -2.066881e-04 2.764109e+00
1.476000e+00 1.000000e+00 2.064895e-04 -2.064895e-04 2.764256e+00
1.477000e+00 1.000000e+00 2.062888e-04 -2.062888e-04 2.764402e+00
1.478000e+00 1.000000e+00 2.060860e-04 -2.060860e-04 2.764548e+00
1.479000e+00 1.000000e+00 2.058812e-04 -2.058812e-04 2.764694e+00
1.480000e+00 1.000000e+00 2.056743e-04 -2.056743e-04 2.764841e+00
1.481000e+00 1.000000e+00 2.054654e-04 -2.054654e-04 2.764987e+00
1.482000e+00 1.000000e+00 2.052544e-04 -2.052544e-04 2.765133e+00
1.483000e+00 1.000000e+00 2.050413e-04 -2.050413e-04 2.765280e+00
1.484000e+00 1.000000e+00 2.048262e-04 -2.048262e-04 2.765426e+00
1.485000e+00 1.000000e+00 2.046090e-04 -2.046090e-04 2.765572e+00
1.486000e+00 1.000000e+00 2.043897e-04 -2.043897e-04 2.765719e+00
1.487000e+00 1.000000e+00 2.041684e-04 -2.041684e-04 2.765865e+00
1.488000e+00 1.000000e+00 2.039450e-04 -2.039450e-04 2.766011e+00
1.489000e+00 1.000000e+00 2.037195e-04 -2.037195e-04 2.766158e+00
1.490000e+00 1.000000e+00 2.034920e-04 -2.034920e-04 2.766304e+00
1.491000e+00 1.000000e+00 2.032625e-04 -2.032625e-04 2.766450e+00
1.492000e+00 1.000000e+00 2.030308e-04 -2.030308e-04 2.766597e+00
1.493000e+00 1.000000e+00 2.027971e-04 -2.027971e-04 2.766743e+00
1.494000e+00 1.000000e+00 2.025613e-04 -2.025613e-04 2.766890e+00
1.495000e+00 1.000000e+00 2.023235e-04 -2.023235e-04 2.767036e+00
1.496000e+00 1.000000e+00 2.020836e-04 -2.020836e-04 2.767182e+00
1.497000e+00 1.000000e+00 2.018416e-04 -2.018416e-04 2.767329e+00
1.498000e+00 1.000000e+00 2.015976e-04 -2.015976e-04 2.767475e+00
1.499000e+00 1.000000e+00 2.013515e-04 -2.013515e-04 2.767622e+00
1.500000e+00 1.000000e+00 2.011034e-04 -2.011034e-04 2.767768e+00
1.501000e+00 1.000000e+00 2.008531e-04 -2.008531e-04 2.767915e+00
1.502000e+00 1.000000e+00 2.006008e-04 -2.006008e-04 2.768061e+00
1.503000e+00 1.000000e+00 2.003465e-04 -2.003465e-04 2.768207e+00
1.504000e+00 1.000000e+00 2.000901e-04 -2.000901e-04 2.768354e+00
1.505000e+00 1.000000e+00 1.998316e-04 -1.998316e-04 2.768500e+00
1.506000e+00 1.000000e+00 1.995710e-04 -1.995710e-04 2.768647e+00
1.507000e+00 1.000000e+00 1.993084e-04 -1.993084e-04 2.768793e+00
1.508000e+00 1.000000e+00 1.990438e-04 -1.990438e-04 2.768940e+00
1.509000e+00 1.000000e+00 1.987770e-04 -1.987770e-04 2.769086e+00
1.510000e+00 1.000000e+00 1.985082e-04 -1.985082e-04 2.769233e+00
1.511000e+00 1.000000e+00 1.982373e-04 -1.982373e-04 2.769379e+00
1.512000e+00 1.000000e+00 1.979644e-04 -1.979644e-04 2.769526e+00
1.513000e+00 1.000000e+00 1.976894e-04 -1.976894e-04 2.769672e+00
1.514000e+00 1.000000e+00 1.974124e-04 -1.974124e-04 2.769819e+00
1.515000e+00 1.000000e+00 1.971332e-04 -1.971332e-04 2.769966e+00
1.516000e+00 1.000000e+00 1.968520e-04 -1.968520e-04 2.770112e+00
1.517000e+00 1.000000e+00 1.965688e-04 -1.965688e-04 2.770259e+00
1.518000e+00 1.000000e+00 1.962835e-04 -1.962835e-04 2.770405e+00
1.519000e+00 1.000000e+00 1.959961e-04 -1.959961e-04 2.770552e+00
1.520000e+00 1.000000e+00 1.957067e-04 -1.957067e-04 2.770698e+00
1.521000e+00 1.000000e+00 1.954152e-04 -1.954152e-04 2.770845e+00
1.522000e+00 1.000000e+00 1.951216e-04 -1.951216e-04 2.770991e+00
1.523000e+00 1.000000e+00 1.948260e-04 -1.948260e-04 2.771138e+00
1.524000e+00 1.000000e+00 1.945283e-04 -1.945283e-04 2.771285e+00
1.525000e+00 1.000000e+00 1.942285e-04 -1.942285e-04 2.771431e+00
1.526000e+00 1.000000e+00 1.939267e-04 -1.939267e-04 2.771578e+00
1.527000e+00 1.000000e+00 1.936229e-04 -1.936229e-04 2.771724e+00
1.528000e+00 1.000000e+00 1.933169e-04 -1.933169e-04 2.771871e+00
1.529000e+00 1.000000e+00 1.930090e-04 -1.930090e-04 2.772018e+00
1.530000e+00 1.000000e+00 1.926989e-04 -1.926989e-04 2.772164e+00
1.531000e+00 1.000000e+00 1.923868e-04 -1.923868e-04 2.772311e+00
1.532000e+00 1.000000e+00 1.920727e-04 -1.920727e-04 2.772457e+00
1.533000e+00 1.000000e+00 1.917565e-04 -1.917565e-04 2.772604e+00
1.534000e+00 1.000000e+00 1.914382e-04 -1.914382e-04 2.772751e+00
1.535000e+00 1.000000e+00 1.911179e-04 -1.911179e-04 2.772897e+00
