x y p
  -6.7291970e-01   1.3299890e-04  -8.2570100e-01
   6.7299400e-01   2.0904760e-04  -7.1638400e-01
   2.0934980e-05   6.7285420e-01  -9.9394250e-01
   6.6283340e-05  -6.7297870e-01  -1.0938440e+00
  -1.0000000e+00  -1.0000000e+00  -4.0173810e-02
  -7.3692610e-01  -1.0000000e+00  -2.8952000e-02
  -5.5219700e-01  -1.0000000e+00  -3.3943870e-03
  -4.2639710e-01  -1.0000000e+00  -3.1910260e-03
  -3.1001820e-01  -1.0000000e+00  -2.4766620e-01
  -1.9183600e-01  -1.0000000e+00  -1.2443150e-01
  -6.8162450e-02  -1.0000000e+00  -1.0614350e+00
   4.9957680e-02  -1.0000000e+00  -1.0638860e+00
   1.7746990e-01  -1.0000000e+00  -5.1734660e-01
   3.0217560e-01  -1.0000000e+00  -1.1221390e-01
   4.3173640e-01  -1.0000000e+00  -3.6093620e-02
   5.6134700e-01  -1.0000000e+00  -2.8336350e-03
   7.4489320e-01  -1.0000000e+00  -2.7968670e-02
  -1.0000000e+00  -7.4570460e-01  -2.7464870e-02
  -8.2078140e-01  -8.2950700e-01  -3.8787760e-02
  -6.1817550e-01  -8.6064180e-01  -4.8783860e-02
  -4.5696580e-01  -8.7499800e-01  -1.0394230e-01
  -3.0571830e-01  -8.7561780e-01  -2.0383790e-01
  -1.5847300e-01  -8.6958070e-01  -1.0794650e+00
  -2.0185670e-02  -8.4499340e-01  -1.5026210e+00
   9.8955750e-02  -8.6682490e-01  -1.2458290e+00
   2.2449210e-01  -8.5735630e-01  -6.7602890e-01
   3.5216490e-01  -8.6556420e-01  -2.5024110e-01
   4.8944670e-01  -8.6186230e-01  -9.5112530e-02
   6.4403450e-01  -8.4212300e-01  -5.5316120e-02
   1.0000000e+00  -1.0000000e+00  -4.4576570e-02
  -7.3669220e-01  -6.9770770e-01  -5.7287960e-02
  -6.0336190e-01  -7.2555700e-01  -6.3872090e-02
  -4.8160940e-01  -7.5065890e-01  -9.7442880e-02
  -3.5462070e-01  -7.5108130e-01  -1.9625250e-01
  -2.2823850e-01  -7.4133660e-01  -3.6538590e-01
  -1.0517760e-01  -7.2784010e-01  -6.7403190e-01
   1.1662170e-01  -7.2874730e-01  -6.7971440e-01
   2.5654350e-01  -7.2312080e-01  -2.5906200e-01
   3.9405950e-01  -7.3811060e-01  -1.6794210e-01
   4.5201060e-01  -6.1642410e-01  -5.8532160e-02
   5.4256030e-01  -7.2442100e-01  -8.6715920e-02
   8.3067690e-01  -8.0799860e-01  -4.3414440e-02
  -1.0000000e+00  -5.6860980e-01  -1.5046750e-03
  -8.5694520e-01  -6.1498260e-01  -4.3455150e-02
  -6.7334820e-01  -5.6650920e-01  -7.1231040e-02
  -5.4959990e-01  -6.0320670e-01  -5.9754190e-02
  -4.1874640e-01  -6.2218450e-01  -6.3076080e-02
  -2.8927000e-01  -6.0985780e-01  -9.5104030e-02
  -1.6283900e-01  -5.9511240e-01   4.9458510e-02
  -4.7767420e-02  -5.5696150e-01   1.1590980e+00
   4.8198940e-02  -5.5617680e-01   1.1269380e+00
   1.7536530e-01  -5.8810980e-01   4.7321190e-02
   3.1763690e-01  -5.9425220e-01  -9.8591640e-02
   4.2781720e-01  -4.8602580e-01  -1.5404580e-02
   5.7682140e-01  -5.7276950e-01  -6.1461080e-02
   6.9777600e-01  -6.7670330e-01  -6.3390970e-02
   8.5516250e-01  -6.0978940e-01  -5.5185900e-02
   1.0000000e+00  -7.1969340e-01  -3.5101130e-02
  -1.0000000e+00  -4.5134400e-01   6.2967870e-02
  -8.7891160e-01  -4.5317410e-01  -8.1255720e-02
  -7.6805600e-01  -4.9736010e-01  -8.4591150e-02
  -6.1769980e-01  -4.4314070e-01  -7.0932050e-02
  -4.9778690e-01  -4.9260280e-01  -3.6975860e-02
  -3.6712130e-01  -4.8429940e-01   4.1809690e-02
  -2.3808460e-01  -4.6518360e-01   3.3367670e-01
  -1.1553760e-01  -4.3544570e-01   1.6020740e-01
   1.1776390e-01  -4.3197970e-01   1.6252940e-01
   2.6341110e-01  -4.6302040e-01   3.2618790e-01
   4.8934410e-01  -3.7276530e-01   3.0208450e-02
   5.9815160e-01  -4.4928660e-01  -4.0276250e-02
   7.2797550e-01  -5.2253150e-01  -8.2349710e-02
   8.7010380e-01  -4.5743680e-01  -9.9619250e-02
   1.0000000e+00  -5.2516490e-01   1.3535480e-02
  -1.0000000e+00  -3.3854080e-01  -1.5649900e-01
  -8.6480370e-01  -3.1477760e-01  -1.4803510e-01
  -7.3762780e-01  -3.7102600e-01  -1.7800440e-01
  -6.0015230e-01  -3.0625940e-01  -6.7307350e-02
  -4.7571870e-01  -3.6922340e-01   1.5268310e-02
  -3.3740190e-01  -3.4642650e-01   1.7335450e-01
  -2.0351970e-01  -3.1663910e-01   2.3870500e-01
   2.0413730e-01  -3.1587740e-01   2.5593400e-01
   3.4598870e-01  -3.5207260e-01   1.4040700e-01
   4.5734340e-01  -2.4793540e-01   3.2801610e-01
   6.1481520e-01  -3.0573250e-01  -1.1969570e-01
   7.4048640e-01  -3.8582910e-01  -1.6339830e-01
   8.7407150e-01  -3.0944320e-01  -1.7012600e-01
   1.0000000e+00  -3.7440760e-01  -1.1032100e-01
  -1.0000000e+00  -2.2524700e-01   2.7197270e-02
  -8.6158420e-01  -1.7873220e-01  -1.0901270e+00
  -7.2922140e-01  -2.4022950e-01  -3.0458000e-01
  -5.8297140e-01  -1.7528110e-01   5.4645010e-02
  -4.5440840e-01  -2.4351850e-01   3.2378510e-01
  -3.1114530e-01  -2.0833530e-01   2.3792550e-01
   3.1014800e-01  -2.0914340e-01   2.4675780e-01
   4.3034020e-01  -1.1882860e-01   1.6523780e-01
   5.8285930e-01  -1.7992650e-01   5.9199990e-02
   7.4444640e-01  -2.4470780e-01  -3.3390990e-01
   8.7316230e-01  -1.6191330e-01  -1.0916150e+00
   1.0000000e+00  -2.1964540e-01  -5.8785510e-02
  -1.0000000e+00  -1.0980640e-01  -9.4537090e-01
  -8.4101050e-01  -5.0836280e-02  -1.4369530e+00
  -7.1338680e-01  -1.1581370e-01  -5.1597660e-01
  -5.5557630e-01  -4.8479260e-02   1.0896590e+00
  -4.3176020e-01  -1.1794670e-01   1.6586060e-01
   5.5464800e-01  -4.9012910e-02   1.0482010e+00
   7.0873170e-01  -1.2567890e-01  -4.6885230e-01
   8.2527590e-01  -4.4107480e-02  -1.5560810e+00
   1.0000000e+00  -6.1995330e-02  -1.0099660e+00
  -1.0000000e+00  -1.2785240e-03  -1.1348230e+00
  -8.8244260e-01   6.5732820e-02  -1.0179030e+00
  -7.6782070e-01   9.7900330e-02  -1.5774080e+00
  -5.4599780e-01   5.3099580e-02   7.3497990e-01
   5.1877720e-01   6.6534870e-02   6.0843600e-01
   7.6355620e-01   1.0688890e-01  -1.5133940e+00
   8.9723730e-01   4.7851090e-02  -1.0665430e+00
   1.0000000e+00   1.0538200e-01  -1.0785810e+00
  -1.0000000e+00   1.2472050e-01  -9.1927750e-01
  -8.7022430e-01   2.0856670e-01  -4.3959920e-01
  -6.5256600e-01   1.5274740e-01   6.8558770e-01
  -5.3898310e-01   2.0699780e-01  -7.6916100e-02
  -4.2020130e-01   1.2542110e-01   2.4341060e-01
  -2.9809850e-01   2.1983490e-01   2.4100330e-01
   3.7231490e-01   1.5931410e-01   2.8654710e-01
   5.0505670e-01   2.1703860e-01  -1.4860380e-01
   6.2829810e-01   1.5222040e-01   8.4596470e-01
   8.6650950e-01   1.9559420e-01  -4.2894990e-01
   1.0000000e+00   2.5262200e-01  -2.5879830e-01
  -1.0000000e+00   2.4229500e-01  -3.3819110e-01
  -7.4974010e-01   2.5554830e-01  -4.1288630e-01
  -6.2646310e-01   3.1163410e-01  -2.4657320e-01
  -4.9552990e-01   3.6468620e-01   1.6722320e-01
  -4.2076010e-01   2.6164700e-01   3.0240410e-01
  -3.3904910e-01   3.6840770e-01   1.5027120e-01
  -1.9873960e-01   3.2212790e-01   2.5956910e-01
   2.4707850e-01   2.6896290e-01   2.0733950e-01
   3.9828500e-01   3.1209830e-01   2.8425750e-01
   5.7065220e-01   3.3911370e-01  -7.8633510e-02
   7.1618480e-01   2.5646500e-01  -3.3398430e-01
   8.5803330e-01   3.2979070e-01  -2.5644450e-01
   1.0000000e+00   3.9463420e-01  -2.1916960e-02
  -1.0000000e+00   3.5254810e-01  -7.0109940e-02
  -8.6835440e-01   3.5027020e-01  -2.5366350e-01
  -7.3516190e-01   4.0340820e-01  -1.1330870e-01
  -5.9103600e-01   4.5544260e-01  -2.2413810e-02
  -4.2634330e-01   4.8465030e-01  -2.4854010e-02
  -2.5892830e-01   4.6821470e-01   3.2587670e-01
  -1.1556190e-01   4.3535460e-01   1.7312980e-01
   1.4158910e-01   3.9672290e-01   2.1185730e-01
   2.9185270e-01   4.2140080e-01   2.9624360e-01
   4.5024580e-01   4.4629230e-01   9.5348110e-03
   5.9654030e-01   4.9156550e-01  -7.0853910e-03
   7.1769770e-01   3.9062540e-01  -1.0513690e-01
   8.6597850e-01   4.6722490e-01  -9.2341660e-02
   1.0000000e+00   5.3961320e-01   4.4313700e-03
  -1.0000000e+00   4.6164840e-01  -2.4654230e-02
  -8.6002380e-01   4.8817200e-01  -1.0131560e-01
  -7.1424420e-01   5.3776690e-01  -8.7857730e-02
  -5.6413290e-01   5.8048320e-01  -4.2608630e-02
  -4.4160760e-01   6.1799720e-01  -3.8276880e-02
  -3.1370830e-01   5.9610970e-01  -8.9396500e-02
  -1.7448460e-01   5.8685410e-01   3.3622330e-02
  -4.7237090e-02   5.5820180e-01   1.1246520e+00
   5.7524780e-02   5.3667710e-01   8.8190220e-01
   2.0296850e-01   5.4918870e-01  -2.3579790e-02
   3.5107850e-01   5.6679990e-01   7.3310450e-02
   5.0076960e-01   5.9250090e-01  -3.6496050e-02
   7.3205870e-01   5.2378060e-01  -7.8390090e-02
  -1.0000000e+00   5.8212960e-01  -1.1650930e-02
  -8.3750000e-01   6.3689500e-01  -4.9959230e-02
  -6.7499090e-01   6.8869860e-01  -5.2388920e-02
  -5.2421290e-01   7.3269780e-01  -6.7825260e-02
  -3.8188820e-01   7.4229160e-01  -1.5554150e-01
  -2.4844740e-01   7.2629570e-01  -2.5584410e-01
  -1.1575990e-01   7.1937290e-01  -5.4918270e-01
   1.3088940e-01   6.9038610e-01   1.1287140e-01
   2.6395090e-01   7.0125730e-01  -2.6814240e-01
   3.9769210e-01   7.1582140e-01  -1.3083910e-01
   5.3122870e-01   7.2781840e-01  -6.5450390e-02
   6.6584170e-01   6.5722340e-01  -5.3171450e-02
   8.1012650e-01   8.0139570e-01  -3.0308900e-02
   8.4492130e-01   6.2282340e-01  -3.8443830e-02
